v1,v2, , , 
NORMAL,"A manera personal, yo en vez de ignorarlo lo ayudaría a salir de ese hueco emocional, aconsejarle,porque en algún momento nosotros nos hemos sentido iguales y es lo peor que le puede suceder a un ser humano, todos somos personas de buen corazón. ", , , 
NORMAL,"Desear o gozar del sufrimiento de una persona, sea quien sea, va en contra de lo que significa ser humano. Por otro lado la empatía es una de las virtudes más bellas que posee el hombre. En mi caso, mi brújula moral me indicaría compadecerme del dolor ajeno de quien sea.", , , 
NORMAL,"Hay un proverbio que dice: ""no te alegres cuando caiga tu enemigo, ni festejes su desgracia, pues al ver eso el señor no lo aprobará y entonces decidirá ayudar a tu enemigo"", haciendo referencia a que podemos ser empáticos o misericordiosos a las situaciones que no estamos  /  ", , , 
NORMAL,"Pienso que el sufrimiento de los demás debería ser el nuestro porque Dios nos creó para amarnos mutuamente y ayudar al prójimo. En muchas ocasiones los enemigos se adjudican ese nombre sin que la otra persona sepa, en lo personal puedo decir que no tengo enemigos.", , , 
NORMAL,"Yo lo sentiría como si fuera mío, no lo podría ignorar  porque la verdad, Dios nos manda a perdonar y amar a nuestros enemigos ... Es un mandato de Dios", , , 
NORMAL,"Nadie le desea un mal, ni a tu peor enemigo, todos somos humanos, aquel que sepa perdonar será una persona  diferente, y es aquel que sentira lo bueno de la vida.Y ante esa situación quedaría ayudarlo, e insentibarlo a que cambie su forma de ser.", , , 
NORMAL,Soy una persona muy empática así que si por mi fuera trataría de ayudar a esa persona  en lo que sea necesario. Tenemos que recordar ser solidarios y no desear el mal a nadie así sea a nuestro peor enemigo., , , 
NORMAL,"No he tenido enemigos, pero sí en algún caso llegase a pasar por aquello puedo sentirlo como el mío, porque jamás le desearía el mal a una persona, que en algún momento llegó a ser mi amigo y por circunstancias de la vida tuvimos que separarnos.", , , 
NORMAL,"Aunque sea tu peor enemigo,no hay que desearle el mal,también es un ser humano y todos sufrimos de diferente maneras,pero sufrimos que es por igual.También hay veces que las personas merecen segunda oportunidad.No podría ignorarlo ya que se pueden sentir aquel sentimiento. ", , , 
NORMAL,No tengo enemigos y si tuviera y vería que esta sufriendo pues lo que aria es ayudarlo......, , , 
NORMAL,"No hay que desearle el mal a nadie,  todos comentemos errores por lo tanto no hay que juzgar a nadie", , , 
NORMAL,"Actuaría con empatía hacia esa persona siendo capaz de colocarme en su situación emocional y llegando a entender como se siente, aún si fuera mi enemigo me centraría en ayudarlo porque vería ese sufrimiento como mío.", , , 
NORMAL,"Simplemente actuaría con principios bíblicos, no devolver mal por mal... Si fomentamos el rencor este mundo seguiría de mal en peor", , , 
NORMAL,Sentirlo como si fuera mi sufrimiento, , , 
NORMAL,Lo sentiría como mío ya que apresar de que fuera el peor ser humano no hay que ser malo con el prójimo Además de que no hay que guardar rencor a las personas y menos si están atravesando un momento difícil de su vida, , , 
NORMAL,"No tengo enemigos, pero el mal no se le desea a nadie, sea por lo que sea que esté sufriendo espero que logre a salir adelante y Dios le brinde fuerzas para seguir!", , , 
NORMAL,"Un corazón bondadoso se inmola ante el sufrimiento ajeno sin importar si es tu peor enemigo, es una cualidad humana que desarrollan las personas con alta vocación de ayuda al prójimo.", , , 
NORMAL,"Aun con enemistad, los seres humanos (e incluso los animales) somos EMPÁTICOS, logramos desde nuestra percepción el tratar de sentir el sufrimiento del prójimo, lo que nos hace actuar de cualquier manera, ya sea directa o indirectamente.", , , 
NORMAL,"Por más mala experiencia que se haya pasado con una persona nunca se la considera como un enemigo y mucho menos negarle una ayuda, siempre hay que ser solidario por la razón que no se sabe de quién necesitaremos en un futuro cercano", , , 
NORMAL,"Se sentiría como dolor propio, ya que por naturaleza las personas somos empaticas hacia el resto.", , , 
NORMAL,"No creo poder ignorarlo, soy humana y por lo tanto tengo empatía, aunque el sufrimiento es parte de la vida, desearía que nadie en su existencia tenga algún tipo de dolencia. ", , , 
NORMAL,"debemos ser solidarios con cada uno de nosotros, sea amigo o enemigo", , , 
NORMAL,Lo sentiría como el mío y  trataría de ayudarlo, , , 
NORMAL,"Somos seres humanos y no podría sentir alegría, no le deseo mal a nadie, aunque se lo mereciera, se qué pasaría por mucho dolor y sufrimiento, por ende lo ayudaría..", , , 
NORMAL,"Lo ayudaría, porque a la final todos somos humanos y quizás necesite del mayor apoyo y cuando pasemos por algo parecido o peor necesitaremos ayuda",,,
NORMAL,lo importante es siempre apoyar a las personas que pasan duros momentos sean amigos o no,,,
NORMAL,"En mi caso sabes q me gusta leer la biblia y mi forma de pensar es q bueno sentir el dolor de quien se considere mi enemigo tanto asi no,  pero no podría pasar indiferente de su sufrimiento yo lo ayudaría  porque  en momentos difíciles no ahi q estar pensando en el mal que te hiz",,,
NORMAL,Podría sentirlo como mío porque digo esto....Antes la enfermedades y la circunstancia  de la vida no se debería desear Él mal a nadie ya que todos somos seres humanos  herreros somos y en el camino nos encontramos,,,
NORMAL,"Lo ayudaría porque esa persona haya sido muy mala, a mi no me criaron así, a mi si me criaron con buenos modales y al siempre ayudar sin importar qué, ya que dios siempre me lo va a recompensar.",,,
NORMAL,"No voy a negar que si tengo personas que me han hecho daño por tanto los considero como enemigos, pero ante un dolor un sufrimiento de ellos personalmente prefiero darle la mano ya que ante los ojos de Dios en esta tierra somos iguales.",,,
NORMAL,La venganza y el rencor envenenan el alma es algo que tengo bien claro y si alguna persona asi tengamos diferencias en algun momento tiene algun problema o lo esta pasando mal tratare de apoyarle en lo que pueda por que nadie quita a que yo este en su lugar en algun momento. Paz ,,,
NORMAL,"Unas de las mayores satisfacciones que puede tener el ser humano, es ayudar al prójimo sin importar cualquier tipo de indiferencia que se haya tenido en su momento, si se trata de mi enemigo pues lo ayudo si se encuentra en una situación adversa.",,,
NORMAL,"Hacer el bien sin mirar a quien!!!  El sufriemiento es un sentimiento fuerte, si estaría presenciando el momento le brindaría mi apoyo físico y emocional. Soy muy empatica, puedo agregar que en en situaciones difíciles se olvidan los conflictos e indiferencias.",,,
NORMAL,"En lo personal, no le deseo el mal a nadie ni a mi peor enemigo, en caso de que requiera mi ayuda, le daría una mano, siempre y cuando haciéndole entender que sus actos maliciosos lo llevara a tener una vida terrible y quedate con la satisfacción de que has ayudado.",,,
NORMAL,"Lo sentiría cómo mío, ya que todas las personas sufrimos por algo, y tenemos alguna complicación, pero por más que sea mi peor enemigo no debo desearle el mal, porque por el simple hecho de decir que tal que fuera el problema mío pues se sentiría mal, siempre hay que actuar bien.",,,
NORMAL,"Siendo mi peor enemigo, seria misericordioso. Puesto que soy muy empatico y de alguna u otra forma buscar la paz y solución a problemas nos ayudaria a ambos. En cambio si dejo pasar por alto el sufrimiento de la persona me sentíria muy mal",,,
NORMAL,"Depende de cada persona,  por mi parte   hay que ayudar aun sabiendo  de que  sea  Enemigo mío porque algún día necesitaremos. ayuda no exactamente de esa persona pero  la vamos a recibir, hay que ayudar sin recibir nada a cambio ",,,
NORMAL,"Es facil decir q sí lo sentiria como mio pero lo cierto esq es dificil, sin embargo Dios nos manda a amar a nuestro projimo como a nosotrs mismos y es nuestro deber como hijos suyos dejar a un lado el orgullo y preocuparnos.. asi q loq haria seria buscarl@, acompañarl@ y ayudarl@",,,
NORMAL,"aún que sea mi peor enemig@, no me alegraría saber que está sufriendo y más si es por mi culpa, el o ella  también sufre, tiene sentimientos, todos tenemos sentimientos y es por eso que en vez de sentir satisfacción,  l@ ayudaria.",,,
NORMAL,"No tengo enemigos, pero si viera a la única persona que me hizo bastante daño, sufriendo o pasándola mal y la pudiera ayudar lo hiciera",,,
NORMAL,"Trataría de ponerme en sus zapatos y entender por lo que está pasando, y ayudaría de la manera que me gustaría que alguien me ayudara, siendo completamente imparcial por experiencias que haya tenido con esa persona. ",,,
NORMAL,"No sería un amigo o un enemigo, solo sería alguien dispuesto a ayudar.",,,
NORMAL,Ayudar a los demás es lo que nos caracteriza como gente de buen corazon y mucho más ayudar al enemigo sin importar los problemas.,,,
NORMAL,Si me pondría en su lugar ya que se que debemos perdonar a nuestros enemigos,,,
NORMAL,"Ante todo nunca desear el mal.a ndie, sin tener rencores, si toca ayudar al.projimo con mucho gusto ....",,,
NORMAL,Si podría sentir su sufrimiento y lo ayudaría,,,
NORMAL,"Todos necesitan de una persona en quien apoyarse, sentirse apoyados para que puedan solucionar sus problemas, ya que la solidaridad, la empatía y la sensibilidad son valores esenciales que nos ayudan a ser mejores personas.",,,
NORMAL,Ante el sufrimiento de una persona jamás uno se debería alegrar. Antes bien. Si está en tu posibilidad de ayudarlo. Se le daría la mano. Y así demostraría lo humano que siempre ha sido uno. Que jamás busca el mal a nadie.,,,
NORMAL,Si me pondría en su lugar,,,
NORMAL,Ayudaría en las medidas de mis posibilidades sin importar que no se tenga una buena empatía,,,
NORMAL,Dios nos enseñó amarnos los unos a los otros y me dolería en el corazón q este pasando mal ..y si se deja ayudar y tengo las posibilidades le ayudaría...,,,
NORMAL,Le ayudaría  por que todos somos humanos y no hay que burlarse  de los problemas de los demás,,,
NORMAL,Le ayudaria por que el mundo da  vueltas y no sabemos cuando yo necesite algo de aquella persona,,,
NORMAL,"No podría alegrarme de lo mal que esté pasando otra persona aún siendo ésta mi peor enemigo, más bien considero que se debería ser empatico en situaciones como estas",,,
NORMAL,"Ante esas circunstancias me olvidaria de que es mi enemigo y tendria empatia con el porque el dolor, la pena no es para regocijarce es mas bien para ser solidario.",,,
NORMAL,"La falta de empatía ante las personas, hacen que crean que tienen el derecho a juzgar a alguien más, pero sí se respetaría la opinión y decisión de los demás, tendríamos un mundo totalmente directamente al que vivimos. ",,,
NORMAL,"Primero, no doy importancia de tener enemigos, si eres mi amigo bien y sino también.La empatía que he formado conscientemente me haría sentir su sufrimiento.",,,
NORMAL,Yo nunca le desearía el mal a nadie.,,,
NORMAL,Ama a tu prójimo,,,
NORMAL,"Hay algo que se llama empatía, uno también se mira en ese lugar, piensa que hacer y como resolver eso, en ese sentido si siento aquel sufrimiento, me olvido de que es mi enemigo y actuó como ser humano!!",,,
NORMAL,"Esto se llama empatía, virtud de un buen ser humano, no sentir pena ni lastima. Ponerse en el lugar del otro es humano, y aún más cuando es un amigo tuyo.",,,
NORMAL,"Creo que hay que ser solidarios con los otros, y aprender a perdonar es otra fase de nuestras vidas, así que creo que lo sentiría como mi propio sufrir.",,,
NORMAL,"Todas las personas deberiamos sentir empatia hacia los demás, así sea la peor persona que tengas como aliado",,,
NORMAL,"Claro que si porque no hay que pagar mal por mal y mas que cualquier indiferencia necesitamos ser mas humanos que anteponer lo que sucedió en algun momento, quiero prestar atención a la necesidad con un corazón humilde y verdadero para aportar en lo que necesite",,,
NORMAL,"No podría ponerme feliz ni podría ignorar su sufrimiento. Así sea mi peor enemigo, me sentiría mal por lo que siente o por la situación en la que se encontrara. Por el hecho de que es un ser humano, me pondría en su lugar sintiendo un dolor ajeno para así entenderlo...",,,
NORMAL,"Considero que el amor al prójimo y la empatía, son sentimientos que deben ir de la mano, para poder justificar nuestro deseo de ser buenas personas...",,,
NORMAL,"Me dolería ya que es un ser humano, y todos cometemos errores.... si fuese así Dios no nos perdonaría y nosotros también fallamos.Haz el bien sin mirar a quién",,,
NORMAL,En ese momento quisas algunas personas no razonariamos y nuestro subconciente solo nos haria  pero tal como dicen hoy por ti mañana por mi ayuda al progimo bien dice la biblia ,,,
NORMAL,Bueno me daría pena porq igual soy ser humano y tengo sentimientos así sea mi peor enemigo no le desearía el mal,,,
NORMAL,"Cómo seres humanos somos susceptibles a sentir lastima por los demás cuando se encuentran en una situación lamentable, así que si lo sentiría como mío.",,,
NORMAL,Creo y pienso que estamos en tiempo de perdonar dejar atrás el pasador más que todo apoyar en ese momento y olvidar los rencores porque aquella persona está necesitando  de uno .,,,
NORMAL,"Sin importar la situación o las diferencias que hayamos pasado en algún momento, debemos estar prestos para ayudarnos, porque debemos ser concientes que somos humanos y que no podemos hacer caso omiso a una ayuda.",,,
NORMAL,Creo que lo ayudaría en lo que pueda y animarlo para que no sufra mad,,,
NORMAL,El amor al prójimo es lo más importante. Lo sentiría como el mío. La empatía es una virtud que todos deberíamos compartir. ,,,
NORMAL,"Cualquiera que fuese la persona, por más malas sean sus actuaciones, uno jamás debe alegrarse por la situación de esa persona. Ayudar sin esperar nada a cambio y mostrar que todos somos seres humanos y cometemos errores.",,,
NORMAL,Opino que muy aparte de considerarlo mi peor enemigo pues es una persona al igual que todos y si en algun momento me toca ayudarlo en algo pues lo hago y ya,,,
NORMAL,"No creo tener enemigos pero Si la ayudaría ya que debemos ser siempre solidarios, hoy por ti mañana por mi",,,
NORMAL,"Proverbios  4: 7 Cuando cayere tu enemigo, no te regocijes; y cuando tropezare, no se alegre tu corazón",,,
NORMAL,Debemos olvidar el egoísmo y concentrarnos más en vivir el día a día sin importar las consecuencia asumir las responsabilidades y servir como si fuera nuestro,,,
NORMAL,"Soy una persona muy empática. No creo tener enemigo pero si lo tuviera, si sentiría su dolor y lo ayudaría a superar su problema de manera discreta e indirecta. Hay que orar hasta por nuestros enemigos, eso nos dice el señor.  ",,,
NORMAL,"sentiría empatía, nada más que eso, porque todos somos seres humanos",,,
NORMAL,"No tengo enemigos, tampoco me gustaría tener alguno, pero si ese fuera el caso, jamás me alegraría por el sufrimiento de esa persona, al contrario perdonaría cualquier ofensa que me haya hecho y le brindaría mi apoyo. ",,,
NORMAL,"yo no guardo rencor hacia ninguna persona, por eso lo tomaría muy a la lijera y me pondria en su lugar sin importar el pasado",,,
NORMAL,"Definitivamente no creo (por ninguna razón) que en este caso el ""fin"" lo justifique. Es bastante bajo y desleal. Podría aplicar para cosas que tengan que ver con esfuerzo, o sobre esfuerzo de uno mismo en una actividad. ",,,
NORMAL,"Definitivamente no lo haría, me parece muy denigrante el hecho de adquirir un cargo a cambio de hacer actos indebidos o que perjudiquen a otras personas",,,
NORMAL,Es cuestión de ética en definitiva no lo aria por que va en contra de los valores y principios que me han enseñado ,,,
NORMAL,"No podemos perjudicar a nadie por beneficio propio, los valores deben estar primeros.",,,
NORMAL,"Considero que hay que quererse y querer a las personas que nos rodean, no estoy de acuerdo en que habría que  proponerle algo a alguien  para lograr trabajar en algún lugar, por otra parte ese ""Jefe"" no debería asumir ningún cargo",,,
NORMAL,No me parece que el fin justifica los medios no comparto esa idea,,,
NORMAL,"La ética y el respeto deben estar siempre presente en nuestras día a día, así que no aceptaría sobre ese tipo de tema.",,,
NORMAL,"No, Asi sea un cargo de alto rango, esa propuesta no ética es una mala propuesta para poder conseguir un mejor rango sería una falta de moral para la empresa y jefe.",,,
NORMAL,"Definitivamente no, porque no seria correcto convencer a alguien hacer algo inmoral solo para un bien propio",,,
NORMAL,No no la aplicaría porque si es mi mejor amiga siempre voy a querer lo mejor para a ella y además pues si llego a tener un cargo de alta importancia pues que sea por mi sacrificio más no porque otra cosa.,,,
NORMAL,Literalmente en estos tiempos los lo que está imperando la falta de valores falta de conciencia es lo que ocaciona ese tipo de actitud totalmente reprochable y aborrecible de todo punto vista ..,,,
NORMAL,"Pues no lo haría,estaría dañando mi educación mi ética  y por trabajo no lo haría por que es mejor perder el trabajo que una amistad.",,,
NORMAL,"no aplicaría dicha frase puesto que el hecho de que sea mi jefe no me obliga a aceptar las propuestas que el me haga ni aunque me ofrezca el cargo más alto de la empresa, no hay fin que justifique las acciones incorrectas",,,
NORMAL,Algo muy denigrante sin duda el conoce la palabra ética pues conoce la forma de ganarse un puesto. ,,,
NORMAL,"no aplicaría dicha frase, ya que la integridad de una persona no se la negocia por beneficios prejuiciosos",,,
NORMAL,"No perjudicaría a un amigo(a) para obtener un beneficio , cuando tu familia te enseña valores y respeto , aunque hoy en día vivimos en una sociedad que está dispuesta a todo para lograr lo que desea .",,,
NORMAL,"No lo haría, y lo denunciaría",,,
NORMAL,yo pienso que no es correcto dañar la integridad de una persona solo por obtener un beneficio propio ,,,
NORMAL,Todo ser humano tiene derecho a una vida mejor sea el lugar donde se encuentre,,,
NORMAL,Cada uno de los ciudadanos debemos ser escuchado ya que todos tenemos derecho a la equidad.,,,
NORMAL,"Toda persona debe ser bienvenida en cualquier parte del mundo, todos somos iguales.",,,
NORMAL,"Como humanos, debemos fomentar la no xenofobia...",,,
NORMAL,"Tanto las personas extranjeras como las nacionales tienen el mismo derecho de realizar una actividad, siempre y cuando aporten de manera positiva a la sociedad.",,,
NORMAL,Debemos ser solidarios con las personas que buscan un mejor futuro en nuestro país,,,
NORMAL,"No debemos limitar o peor aún excluir a las personas de otras nacionalidades, cada quien Forzará su destino tratando de dar lo mejor de sí y derribando barreras",,,
NORMAL,pues bien todos tenemos derecho a buscar un buen futuro ya sea fuera del país nativo.... mientras no seamos un mal aporte y hagamos las cosas bien.,,,
NORMAL,si los extranjeros poseen habilidades que podrían contribuir mayormente en alguna empresa no veo ningún problema en que se queden o que residan de manera permanente.,,,
NORMAL,Todos tenemos derecho a establecernos donde queramos. No olvidar utilizar el hashtag,,,
