v1,v2, , , 
NORMAL,Has anyone seen our homework timetables? Fucking A., , , 
NORMAL,I had pancakes for lunch. I'm gonna die young and fat :'(, , , 
NORMAL,FUCKING HELL! THE THUNDER IS RIGHT ABOVE THE HOUSE!, , , 
NORMAL,"""Ooooooh, I think I smell a rattttt""", , , 
NORMAL,"The lighting's really weird out; the sky is dark, but everything else is almost luminescent.", , , 
NORMAL,"made lemon cupcakes with pink icing. Ahhh, E. numbers.", , , 
NORMAL,"""Halfway around the world Lies the one thing that you want Buried in the ground, hundreds of miles down First thing that arises in your mind while you awake Bending you til you break""", , , 
NORMAL,"""I'm a road runner honey and you can't keep up with me"" ~Aerosmith :)", , , 
NORMAL,Got a brilliant new playlist :D I heart it., , , 
NORMAL,REDRUM., , , 
NORMAL,wants to bury her head in a hole., , , 
NORMAL,And it's an ALL-NIGHTER., , , 
NORMAL,OMG! BROKEBACK MOUNTAIN!!! SQUEE!!!, , , 
NORMAL,burnt finger again..., , , 
NORMAL,How do you find out your fucking color group?, , , 
NORMAL,"has burnt her finger. It really hurts, as well.", , , 
NORMAL,"I must be pregnant, or something. It's not natural to have hummus cravings...", , , 
NORMAL,"Downloading a new playlist. 1 hour, 40 minutes to go - woopee!", , , 
NORMAL,"is, decidedly, an eloquent drunk.", , , 
NORMAL,Ugh I'm hungry. Siren Song - Bat For Lashes. Take Me To The Riot - Stars. Consolers Of The Lonely - The Raconteurs. Running Up That Hill - Placebo., , , 
NORMAL,Ugh., , , 
NORMAL,There are so many fucked up people because there are so many fucked up marriages or lack thereof., , , 
NORMAL,"To anyone who gives a shit, look at the photo I found of Wogie!!!", , , 
NORMAL,Tired with a pancake craving..., , , 
NORMAL,Buzzz..., , , 
NORMAL,Shitty day + Monday Migraine + Late home = URRRRRRRRG!, , , 
NORMAL,Half of my English coursework done. Woot!, , , 
NORMAL,*Swallows down last mouthful of seventh cup of tea today*, , , 
NORMAL,Sick - bleh :(, , , 
NORMAL,What modules//points do we have to revise for Chemistry?, , , 
NORMAL,SIX-HUNDRED DAYS!, , , 
NORMAL,My brother is watching the Jerk Theory for the third time since Friday., , , 
NORMAL,IPOD FIXED!!!! YAY!!!, , , 
NORMAL,My hair smells like cookies...worrying... :S, , , 
NORMAL,Had great day in the snow with *PROPNAME* and *PROPNAME*. More to follow tomorrow :D, , , 
NORMAL,The Vanishing Act of *PROPNAME* <3, , , 
NORMAL,My inability to wash up properly means that nobody trusts me to do it :), , , 
NORMAL,"It's freaky. My brother's only two inches off me. Eh, he still has freakishly large feet. I can live happy with that abnormality even if it's not accompanied by a 5'4"" frame.", , , 
NORMAL,Spent all day watching Glee. I hate it and love it at the same time. SO CHEESY!, , , 
NORMAL,Was ANYONE else off school today? I was sure nobody would be able to get in. Eh., , , 
NORMAL,"""NOT THAT KIND OF ESCORT!!!"" Hehehe.", , , 
NORMAL,"I'd swear the 'rents were just yelling ""gavinda"" right now...", , , 
NORMAL,Caffine. Check., , , 
NORMAL,"EVERYTHING FUCKING ACHES! (Don't you dare like this, *PROPNAME*.)", , , 
NORMAL,"New Year's resolutions... why wait until January? Screw that, December is MY month! I will exercise daily. I will not fall asleep randomly without brushing teeth (eww). I will clean my room weekly. I will not save files with names like 'adsvdsq.' I will finish all tasks by 75% of the deadline. And for motivation, I will move $100 from my checking to my savings account each time I fail! Go go self-improvement!", , , 
NORMAL,Baking in my room. TT, , , 
NORMAL,Yay! Left my flash drive inside a computer in a PACKED math lab yesterday. Called the office today and asked them to check and it was still there! Now I can go back to sleep; woke up early to call them before anyone found it. Zzzz, , , 
NORMAL,"You know in Spiderman where he wakes up, puts on his glasses and realizes he doesn't need them anymore? Yeah, I had that today then I realized I had my contacts on. -.-", , , 
NORMAL,I just had a dream that combined The Grudge + Twilight + Harry Potter + Pokemon. Malfoy had unsealed the Grudge demon from within Bella and Bulbasaur and Jigglypuff had to save the world. WTF? That doesn't even make sense., , , 
NORMAL,"has been awake for way too long, listening to music way too loudly.", , , 
NORMAL,"woke up laughing after thinking in my dream ""Good thing zombies are so slow..."", then a zombie drives by in a car screaming ""NOT IF WE LEARNED HOW TO DRIVE"", and promptly crashes into a wall. :D", , , 
NORMAL,"//facepalm, the person who last used this book underlined all the bold words... WHY?!  Well, that's what you get for 5% retail price. >>;", , , 
NORMAL,IT'S 4M AND I'VE BEEN LYING IN BED FOR 2 HOURS. RAAAGEE, , , 
NORMAL,Need a topic for my second UC prompt. Describe me in one word. GO!, , , 
NORMAL,Free shipping is my downfall., , , 
NORMAL,Made the UC App my homepage to stop me from procrastinating. Wait. Why am I here. AHHHH *deletes all bookmarks*, , , 
NORMAL,"Internet downtime, ending procrastination since 1996.", , , 
NORMAL,"bought so many things during Cyber Monday, he's memorized his credit card number. ://", , , 
NORMAL,"just got a new chair. I don't know what ""passive lumbar support"" means, but damn does it feel good.", , , 
NORMAL,I hate you lab write-ups., , , 
NORMAL,Dilemnia: It's 3am and I wanted to blast music through my speakers. >:[, , , 
NORMAL,"heard someone at home depot ask a worker for ""that thing that makes holes 'n shit."" LOL", , , 
NORMAL,passed out while reading about narcolepsy yesterday..., , , 
NORMAL,"Damn sense, always getting in my way.", , , 
NORMAL,"Came 45minutes late to C++ final, still finished before everyone else. :D", , , 
NORMAL,"Buckyballs, I want my 6 hours back. >.>", , , 
NORMAL,pain is painful., , , 
NORMAL,"went to a run down dollar store and it was playing *PROPNAME*'s ""Canon in D."" I laughed the entire time I was in there. :D", , , 
NORMAL,Spent the last 2 hours sitting in the dark happily listening to music way too loudly at 6am :), , , 
NORMAL,"It's 6am and I can't sleep cause I just finished ordering parts for a new computer. Too excited. I'm nerdy, AND WHAT? D:", , , 
NORMAL,"saw ""IN TRANSIT TO ONTARIO, CA"" on my tracking information and thought ""WHY IS IT GOING TO CANADA?!"" Who knew there was a city named Ontario in California? :x", , , 
NORMAL,"Computer case coming from South LA. Everything else coming from Tennesee. I get to stare at the case and do nothing with it for 4 days. *PROPNAME*, why art thou so cruel? D:", , , 
NORMAL,Mom just found out I'm an atheist and is trying to convert me. Ahahaha, , , 
NORMAL,"7:15 chem classss, dieee D: *collapse on floor* zzzzzzzzzzzz", , , 
NORMAL,"is stuck on Band-Aid brand, cuz Band-Aid's stuck on me!", , , 
NORMAL,Just going to grab some raw fish................, , , 
NORMAL,"saw HP6... funny, lots of awesome awkward silences, but the scriptwriter needs to have his fingers broken. Not only did they achieve new and improved levels of editing important plot elements out, but they are getting increasingly more creative with the n", , , 
NORMAL,Need to re-learn my patterns again... awesome..., , , 
NORMAL,FREE SLURPEE DAY!!!, , , 
NORMAL,has GOT to stop waking up at 1pm..., , , 
NORMAL,is not feeling exactly top-notch..., , , 
NORMAL,will have too many notifications at the next log in..., , , 
NORMAL,First day of school done! finances are going to be the end of me..., , , 
NORMAL,is tired and for some reason is looking forward to classes starting..., , , 
NORMAL,2 months of hell yet again... FML, , , 
NORMAL,got to play with fire in front of a crowd... YAY!!!, , , 
NORMAL,is in love with Ren Fest..., , , 
NORMAL,3 DAYS!!!!!!!!!!!!!, , , 
NORMAL,What a great day!!!, , , 
NORMAL,loves the Pirate English version of Facebook!!!, , , 
NORMAL,has a choice..., , , 
NORMAL,2 DAYS!!!!!!!!!!!!!!!, , , 
NORMAL,Ren Fest with rain - Still good!!!, , , 
NORMAL,kindly thanks everyone who wished him a happy birthday!, , , 
NORMAL,finance class :(, , , 
NORMAL,GETS TO SLEEP TONIGHT!!!!!!!!!, , , 
NORMAL,3 HOURS LEFT!!!!!!!!!!, , , 
NORMAL,"As much as I like our family's mechanic, I really wish we'd stop giving him so much business... :(", , , 
NORMAL,is dying!!! HEEEEELPPPPP!!!!!, , , 
NORMAL,Saturday was easily one of the best days of my entire LIFE!!!, , , 
NORMAL,feeling slightly better..., , , 
NORMAL,I've done it - i procrastinated enough by playing Bejeweled Blitz to cause it to go offline. MLIA, , , 
NORMAL,is potentially going to be pulling an all-nighter. feel free to txt to keep me entertained//awake..., , , 
NORMAL,:)))))))), , , 
NORMAL,"finally caught up on sleep :D now off to rake more leaves and then lose sleep yet again while studying accounting - call me if ur bored, i'll be up late...", , , 
NORMAL,"ATTENTION EVERYONE!!! Vote for the short ""AFTER HOURS"" to support *PROPNAME* - our local Michigan talent and a wonderful person. Repost please!!! http:////www.thirteen.org//sites//reel13//category//vote//", , , 
NORMAL,is looking forward to eating his body weight tomorrow :), , , 
NORMAL,"Yesterday after school, I got bored and decided to go into the backyard and play with my slingshot. I didn't have any ammo, so I just used peanuts and shot them at trees. I decided to shoot at one really far away. Out of nowhere, a squirrel leaped out of a tree, intercepted the peanut, landed on another tree, ate the peanut, gave me what looked like a thumbs-up, and ran away. Ninja squirrel, you amaze me. MLIA.", , , 
NORMAL,"would love to sleep, but *PROPNAME* writes too damn well!!!", , , 
NORMAL,is rather looking forward to the holidays because of his potential whereabouts during that..., , , 
NORMAL,gets overly excited when pressing the wrong buttons on the keyboard causes the discovery of a new shortcut :), , , 
NORMAL,considers himself to be one of the luckiest men EVER!!! ^_^, , , 
NORMAL,WOW!!! I just spent 20 minutes reading just this one strip... http:////xkcd.com//657//, , , 
NORMAL,can't handle reading any more crap about Barbies and other competing brand dolls!!! This is ridiculous - the only thing making me feel a little more manly is the beer in my hand..., , , 
NORMAL,acquired 6 brothers and sisters today..., , , 
NORMAL,4 school days left until winter break!!! YAY!!!, , , 
NORMAL,will probably be up all night - feel free to txt or chat..., , , 
NORMAL,"LMAO: (512): you kept spraying the cat with water and then telling it to ""man up"" when it cried", , , 
NORMAL,listening to some VERY odd combinations of music and blames the late hour for it..., , , 
NORMAL,wishes it was December 17th sooner :(, , , 
NORMAL,cannot wait to pass out - too bad that's not gonna happen til friday night..., , , 
NORMAL,"gonna be at the library til late, then at the Prez's house even later. txt or facebook if need anything - call if being killed...", , , 
NORMAL,"well.... expected returns are like ""oh, it's just you..."" but unexpected returns are like ""WHOA!!!""", , , 
NORMAL,can't believe how much food and beverages were consumed last night..., , , 
NORMAL,SNOW!!!, , , 
NORMAL,stupid people are stupid and Beverly Hills Police is at it's best as usual... ( *PROPNAME* needs to call me!!!), , , 
NORMAL,EPIC:  Today while walking on campus I saw three people riding a motorized couch.  Random?  MLIA., , , 
NORMAL,is excited for relaxing a little bit tonight :), , , 
NORMAL,got home today. Up north was GREAT!!!, , , 
NORMAL,can't wait til thursday... <3, , , 
NORMAL,"Happy New Year, Facebook denizens!!!", , , 
NORMAL,"apparently the mysterious ""*PROPNAME*"", who allegedly works for my company decided to order more stuff for me from some office supply company. I'm supposed to get 4 more packages tomorrow... hmmmm.... i almost have enough to build an epic fort!!!", , , 
NORMAL,MLIG!!!, , , 
NORMAL,can't wait til thursday again... <3, , , 
NORMAL,being fancy is fun..., , , 
NORMAL,OMG!!! THE SUN IS TOOOO LOUD!!!!!!!!, , , 
NORMAL,second half of the day got snowed in - gonna take a nap and then be productive :), , , 
NORMAL,"just had the most amazing weekend: 3rd Dan test went well, everyone passed with flying colors. Valentine's day was spent well in the company of the best girlfriend in the world - *PROPNAME*. What more could I ask for? p.s. Thank you to everyone who could make it out to Novi to watch me test or to celebrate at the banquet afterward - it really means a lot to me.", , , 
NORMAL,"just had the most amazing weekend: 3rd Dan test went well, everyone passed with flying colors. Valentine's day was spent well in the company of the best girlfriend in the world - *PROPNAME*. What more could I ask for?", , , 
NORMAL,is sat in the Delphinium wating for the CS121 resit .... joy!, , , 
NORMAL,bored, , , 
NORMAL,Assebmler has been defeted., , , 
NORMAL,something must be done!, , , 
NORMAL,"its nearly over, sleep soon ^^", , , 
NORMAL,Flu sucks, , , 
NORMAL,"Back to work sucks, especially when you have the double wammy of being nocturnal and freezing limbs", , , 
NORMAL,scored another interview!!!!!!, , , 
NORMAL,"why is it that we only realize our own insignificance, when we vainly reach for the stars?", , , 
NORMAL,black, , , 
NORMAL,"to take, hold, or steal your heart. a person who is a soulmate. a good lover", , , 
NORMAL,nothing..., , , 
NORMAL,"just found out Chinese New Year is on Valentine's Day... that makes two holidays I have no one to celebrate with... and no, I'm not sulking", , , 
NORMAL,"About mornings and winter,and magic.", , , 
NORMAL,little things give you away., , , 
NORMAL,"is getting very nervous about her first day of teaching SATs, moving, and school in august....and its all converging.", , , 
NORMAL,My car is full of all my wordly possessions....ah the nomadic life., , , 
NORMAL,"No more SAT class! Whoo whoo! But I'll miss the kids, they were a good lot once you got past the fact that they were teenagers....", , , 
NORMAL,Hangin' with the Sadie-lady., , , 
NORMAL,Listless....better snap out of it soon, , , 
NORMAL,Up figurin out school-ool-ool. Be back in NC this weekend., , , 
NORMAL,Saw District 9. So real. So good. So stressful., , , 
NORMAL,"hates discussion forums. You always end up looking pompous, idiotic or both. There's no winning.", , , 
NORMAL,Survived her first day...., , , 
NORMAL,is sorry she didn't come to raleigh after telling everyone she would. But I went on a hike today and saw pretty nature-type things!, , , 
NORMAL,is sooooo tired of legal practice homework., , , 
NORMAL,WARNING: Spring Guns and Droids, , , 
NORMAL,wishes the weekend was longer. Yayyyyy NC! Yay Smancy!, , , 
NORMAL,"Must sleep, must sleep. Too excited for the weekend.", , , 
NORMAL,Mmm Soup., , , 
NORMAL,overcast skies + homework + sore throat + boyfriend gone home = sad meagan. I'm coming to raleigh next weekend though!, , , 
NORMAL,Pro: I think I'm going to really like ethics. Con: I may have to rob a bank to pay for my books., , , 
NORMAL,"Just back from Scotland (the brave)! In Raleigh this week, hit me up.", , , 
NORMAL,doesn't actually condone vigilante justice...I really shouldn't skip lunch anymore..., , , 
NORMAL,Rainy days = warm food. Its worth it., , , 
NORMAL,"Law Geekitude #107: I giggle to myself every time some old English judge uses the word ""mischief"" in an opinion.", , , 
NORMAL,is just here., , , 
NORMAL,hates legal writing. A lot. If I'm still awake at 3 am you'll know why., , , 
NORMAL,is just hangin' out with ol' Dex. Study study study., , , 
NORMAL,mmmmm...pint of Haagen-Dazs peach sorbet and no running. Doin' good today., , , 
NORMAL,Might just vomit. I hate exams., , , 
NORMAL,Needs job//money to support hobbies other than studying...., , , 
NORMAL,"I'd give her a HA! And a HI-YA! And then a OUU-WA! And I'd kick her, sir. Take THAT, memo.", , , 
NORMAL,Going to NC tonight! Wish I was gonna make it for volleyball but if anyone is up for drinking after I just might be there...., , , 
NORMAL,"is soaked. Umbrella broke. Good morning, dear Monday.", , , 
NORMAL,Has no respect for anyone that doesn't understand the danger of being hit by a line drive. (Ahhhh torts)., , , 
NORMAL,is surrounded by candy, , , 
NORMAL,Is going to do some comfort reading tonight (oh *PROPNAME* of Green Gables...) First real exam tomorrow ://, , , 
NORMAL,"Finally, one outline completely down...only 3 to go - and a long way to go at that. Next semester will be different, really!", , , 
NORMAL,"Relaxing after my delicious, noodly, post-exam lunch.", , , 
NORMAL,Sick and tired. Literally., , , 
NORMAL,Mmm mmm turkey stock, , , 
NORMAL,Had a minor(major) breakdown when I thought one of my exams was lost... but its all good now., , , 
NORMAL,Can't wait for Noon-thirty on Thursday!, , , 
NORMAL,can't wait to head outtt, , , 
NORMAL,hates noisy library-goers., , , 
NORMAL,Oh to find an internship...., , , 
NORMAL,"Wishes she was at Raleigh Undercover, so if you are in NC and not there, get out and show some charity love while hanging out with awesome people who like good music. I will be very jealous.", , , 
NORMAL,Is going to get off her bum and go running sometime in the next 5 minutes...I promise!, , , 
NORMAL,"Should be doing work, but isn't (obviously). Yay dance class tonight! Shimmy shimmy shimmy....", , , 
NORMAL,"Lord *PROPNAME* may have been a complete cad, but he could sure put pen to paper. (Still not studying as hard as I should be... can you tell?)", , , 
NORMAL,"Law school is like The Biggest Loser...it doesn't matter how well you do, just how well you do compared to everyone else. Dun dun dun.", , , 
NORMAL,Monday comes too fast and too early., , , 
NORMAL,*PROPNAME* on Modern Family, , , 
NORMAL,I don't think I have a famous person....hmmmm....okay with that though., , , 
NORMAL,"DC friends: Giant snowball fight//snow kickball on the mall tomorrow, 3pm. There will be other snowball fights, but I will not be at them. So you should come to this one! :)", , , 
NORMAL,"has major, major cabin fever.", , , 
NORMAL,Sunshine!!!, , , 
NORMAL,Snow!!! http:////www.flickr.com//photos//zmeagz//sets//72157623367337792//, , , 
NORMAL,A storm's abrewin'! Snow is starting to stick...., , , 
NORMAL,"Went to a surprise *PROPNAME* game yesterday (surprise for me, not for the players) and had a fantastic time.", , , 
NORMAL,is in love with *PROPNAME* in downtown Raleigh. And *PROPNAME*., , , 
NORMAL,Was stuck between reality and a dream...unpleasant., , , 
NORMAL,Let's go to Italia~~, , , 
NORMAL,Is going back to the homeland, , , 
NORMAL,"""Oh my God dude, doing 5 tomorrow is going to feel like sex!"" --*PROPNAME*", , , 
NORMAL,Asleep with open eyes., , , 
NORMAL,The love of my life: repeat 800s on a sunny day., , , 
NORMAL,"""Do not dwell in the past, do not dream of the future, concentrate the mind on the present moment."" --Buddha", , , 
NORMAL,Driving to nowhere. Accompanied only by the pitter-patters of rain on my windshield., , , 
NORMAL,"""We Americans think you have to accomplish everything quickly. We're the country of thirty-minute lunches and two-minute football drill...[we need to] slow down and make building relationships as important as building projects.""  --*PROPNAME*", , , 
NORMAL,I declare myself a mercenary. Have a job? I'll get it done., , , 
NORMAL,...wow..., , , 
NORMAL,Is back, , , 
NORMAL,"38 miles last week, more this week, lifting despite the soar screeches on my muscles. My body hates me right now...", , , 
NORMAL,"It might be time for one last great adventure, a minimum 13 hour plane ride away.", , , 
NORMAL,My cat squeaks when he stretches., , , 
NORMAL,Feeling Hypnotized., , , 
NORMAL,There's just something about those cold winter nights., , , 
NORMAL,Born three times., , , 
NORMAL,"This year, and especially fall has definitely established a theme for itself. Seriously Higher Being, watching a dark comedy may be fun for you, but I can assure you that living it is an entirely opposite experience.", , , 
NORMAL,"Goals for the next 11 months: (1) Rock the fuck out of the LSAT (2) Run under 3 in the marathon (3) Get into a baller law school (4) Buy a BMW Z4 (5) Laos, Vietnam, Cambodia anyone???", , , 
NORMAL,Just ran 18 miles...., , , 
NORMAL,My new philosophy: study and get ripped. Fuck everything and everyone else., , , 
NORMAL,Marathon in a few days O_O., , , 
NORMAL,Thanks for the support guys! We did it., , , 
NORMAL,"""Sit back and curiously observe the ride. You're not going to enjoy it, but it is going to take you somewhere."" --Me under the inspiration of some lost muse.", , , 
NORMAL,Long long long day, , , 
NORMAL,Going running down a trail of bright oranges and yellows., , , 
NORMAL,Pop Rocks are the shit., , , 
NORMAL,Yay for adventures., , , 
NORMAL,"A little tanner, great times, and now very current on hip-hop.", , , 
NORMAL,Thanks for all the birthday love everyone!, , , 
NORMAL,"Had a ridiculous time in Holland with his boys *PROPNAME* and *PROPNAME*. Now he needs some shoes, some finances and a hike up the highest mountain in Poland.", , , 
NORMAL,Is in Holland baby!, , , 
NORMAL,Real Talk., , , 
NORMAL,Found a feather sticking out of his Wendy's chicken nugget....at least now we know it's made from a bird right?, , , 
NORMAL,I guess there's still some hope. A stranger helped me out today., , , 
NORMAL,Saw a shooting star on number seven of eight 800s., , , 
NORMAL,"In a cafe...again, doin what I always do.", , , 
NORMAL,"No, I don't want any Patriotic Panties! Stupid facebook ads", , , 
NORMAL,Is aparently the new Michael Jackson. The real one will be missed though., , , 
NORMAL,"pretty happy after a good weekend, and after getting to go to a party and see some really close PCC friends once more", , , 
NORMAL,I'm trying to think of what's on my mind right now, , , 
NORMAL,finally got behind the wheel of a vehicle today... and nearly crapped his pance!, , , 
NORMAL,is now a permitted driver and organ doner!, , , 
NORMAL,"Know what sucks, when there is this one person who the first time you saw them you thought they had absolutely one of the most lovable personalities and nicest smiles ever and you try to let them know that they mean so much to you in the little time you have around them and somewhat fail to do that then you keep in touch with them nearly every week you're not around them for a year and you see them only", , , 
NORMAL,"both times you plan to tell them that and fail each time, so you right one of the longest, heartfelt notes about them to show them the next time you're with them and when you finally find your grand chance to see them and maybe finally tell them that they've meant more to you than anyone else you've ever known you find out that they've just got into a relationship with someone else.", , , 
NORMAL,saw airforce one yesterday on Otis Airforce Base., , , 
NORMAL,just got back from a Nickelback concert., , , 
NORMAL,enjoyed doing Thriller on stage at the Oktoberfest, , , 
NORMAL,"two times in that period,", , , 
NORMAL,"Snow day! Woohoo! Ha this is my first status update in like three months. Umm, giggidy, giggidy, goo!", , , 
NORMAL,Just updated my profile...Much has changed since college!, , , 
NORMAL,Scouty is going to the Doctor..., , , 
NORMAL,Holiday is over....crap...., , , 
NORMAL,So apperently the owners at my school have decided that they want to make things as complicated as possible...enter new and stupidly expensive computer program!, , , 
NORMAL,Happy Brithday *PROPNAME*!!  Have a stadium dog for me!, , , 
NORMAL,"Back in the ATL, but still just as foggy...luckly work is falling into place without me even doing anything...", , , 
NORMAL,Getting ready for my suprize trip to MI...I wish it was under better circumstances, , , 
NORMAL,"wow, nothing like losing to a MAC team to make me cry...I would like to thank pete for ruining the game for me as well...jurk...", , , 
NORMAL,"I would give my left ear to be able to watch the big ten network I ordered, thanks for ruinung my game day comcast...", , , 
NORMAL,"At home, trying to remember who I am related to and witch kids belong to witch cousin....and craving polish food.  In another devolopment, I thought I would be able to escape country music in the north, but in reality it is worse...", , , 
NORMAL,Even though my own sister is a blood traider....GO GREEN!!  GO ND!!!, , , 
NORMAL,I have a slash in my convertable top.  2 days before I leave for my beach vacation.  Someone is a serious asshole., , , 
NORMAL,"Breaking News: At the Atlanta Zoo, an old guy with a long white beard was caught try to lure 2 of each animal out of the exhibits.  It is also reported that he arrived in a large wooden boat...", , , 
NORMAL,I am glad to say that my parents arrived in Michigan safely...even if thier bags are lost..., , , 
NORMAL,"What do *PROPNAME* and the Miami Dolphins have in common? They make 70,000 people stand up and yell ""Jesus Christ""...", , , 
NORMAL,"What is this world coming to when a complete ahole douchebag like *PROPNAME* is making an apolgy tour, but still as not called the girl to personally say I am sorry?  This is the role models for kids?  In a realted note, we will be out of the recession when the Americans who want to work can, not one moment before...I am feeling feisty today...", , , 
NORMAL,One of my prospective students just asked me out...is it 3 yet?  This week has been crazy..., , , 
NORMAL,"*PROPNAME* is terrified of the half deflated mylar balloon outside of our condo, when we went for a walk she barked at it and then peed all over herself when I grabbed it to toss it out.  She is such a frady pup!", , , 
NORMAL,"The guy next to me getting a mani//pedi tonight reminded me of someone my dad would golf with...kinda reminded me of home until he started singing along with the radio to Ace of Base, Madonna, and Cher.  It was so hard not to laugh!! So Atlanta!", , , 
NORMAL,"I did not realize that *PROPNAME* (the guy from ""to catch a predator"") went to MSU, that is actually pretty cool.  He is a bad ass in a turtleneck!", , , 
NORMAL,Almost the weekend...only a few more short hours...I think we can make it., , , 
NORMAL,What in God's name happened to cnn.com?, , , 
NORMAL,I fell on the way to my car this morning...I hope that is not the predictor of a bad day!, , , 
NORMAL,"dang...is this what people feel like when the wings take it all??  Personally when the wings take it all in the cup it makes me smile, but for some reason a suprizing number of people are not red wings fans...", , , 
NORMAL,*PROPNAME* cant wait to dress up and go trick or treating!, , , 
NORMAL,I think quite possibly that MSU is one of the only teams in the Big Ten where the other team can have that many penalties and we still lose...the pizza pizza bowl is a GOAL now...and hockey is sucking a big one...when does basketball start?, , , 
NORMAL,"Hey Atlanta: you may see my work on the evening news...Some guy was shot in the foot in our parking lot, that we share with the probation office...I have heard rumors he shot himself...", , , 
NORMAL,"If you push print once....you only get one copy, so dont look at me like a moron when I bring you the 6 other copys from the 6 other times you pressed print...", , , 
NORMAL,I think that *PROPNAME* was embarassed that we were blasting the Glee soundtrack while crusing around with the top down...I can't imagine why, , , 
NORMAL,"My mom and I were talking about all the food that reminds me of home last night, now I am a little home sick.  I love this time of year in Michigan!", , , 
NORMAL,I think I am going to start a Book Club with my girlfriends...any of you peaches intersted.  In my mind it will be a good excuse to sit around and drink wine and maybe talk about the book for a few minutes..., , , 
NORMAL,"I just keep reminding myself...one week until my vacation, one week until my vacation....", , , 
NORMAL,NO NO NO *PROPNAME* cannot have a crush on Shoe..., , , 
NORMAL,How did a hobbit get on Flash Forward? That show is so crazy..., , , 
NORMAL,I cannot believe that I am celibrating going to the Pizza Pizza Bowl..., , , 
NORMAL,"As much as I love Twlight (Team Taylor!), it is just me, or is it extreeme to be taking kids to see it tonight that are still in elementary school when they have school tomorrow! I guess taking kids period, with the attacks and sexual stuff....", , , 
NORMAL,My mouth always gets me in trouble..., , , 
NORMAL,Hopefully this week will not kick my butt...I don't think I can take it again, , , 
NORMAL,Wow...I should have watched more baseball this year...the twins are playing really well...crap..., , , 
NORMAL,"So Glee was not so bad...here is the question, is the diva going to tell the ladies and that is how *PROPNAME* is going to find out that *PROPNAME* is the father", , , 
NORMAL,"Rest in Peace Uga the Bulldog, the world of college mascots morns you today", , , 
NORMAL,"Maybe it was a seisure?  She seems ok today, no weird movements, eating and drinking, and her cagemate is acting normal...I read online that strokes are common but it doesnt sound like they bounce back that quick...", , , 
NORMAL,Since when did you become the center of the universe?, , , 
NORMAL,I am dreading glee this week..., , , 
NORMAL,"Under the cover of shameful darkness, my now former sister became a fan of Michigan football.  Because you did not go there, or any of our family for that matter...that makes you, my former sibling, a WALMART WOLVERINE...yes I went there!  We will see where your loyalties lie when you need a kidney or a piece of my liver...GO NITTANY LIONS!!", , , 
NORMAL,"This rain has gotten me down today, that and the fact that my flat iron died...bad hair and I am cranky...At least I can look forward to Glee tonight!", , , 
NORMAL,"Well, I didnt see that coming...", , , 
NORMAL,Putting together my coverletter and resume...I think I can I think I can I think I can, , , 
NORMAL,What doesnt kill me will make me stronger..., , , 
NORMAL,"Day looking up, I will be able to exchange the defective flat iron!  I realized that New Moon comes out when I will be home for Thanksgiving, any body want to go see it with me?  Still looking forward to Glee...I feel a little dirty thinking that *PROPNAME* is hot", , , 
NORMAL,"When doing your Christmas cards, take one or more and send it to this address: A Recovering American Soldier c//o *PROPNAME* Army Medical Center 6900 Georgia Avenue NW; Washington, D.C. 20307. If we pass this on, think of how many cards these wonderful special people would get. PASS THIS ON TO ALL YOUR FRIENDS. (JUST COPY AND PASTE TO YOUR WALL)", , , 
NORMAL,Is metal block the begining of a mini breakdown?  I feel something coming on...Everything is starting to back up on me..., , , 
NORMAL,"now I kinda wish it was snowing...just for over night, then after I am able to enjoy it over a cup of coffee then it can vanish!", , , 
NORMAL,"I hate to say this, but *PROPNAME* Tonight is actually pretty good...having a hard time chosing between that and *PROPNAME* Lately...", , , 
NORMAL,"So, my tickets for Saturday's Spartan wallop of the *PROPNAME* are in the mail, I should have them tomorrow...Does anyone want to go see U2?", , , 
NORMAL,Let go Spartans LETS GO!, , , 
NORMAL,"Time Mag named this decade the worst since WWII.  My only thought is, has there really been enough decades since WWII to be able to clearly desern that this one is the worst?  Granted these last ten years have really kinda sucked as far national tragity...but is there a need to call it the worst since WWII?", , , 
NORMAL,Today did suck...*PROPNAME* came home with 40 mega rolls of one ply toilet paper....I am going to be using prison tp until at least Easter!, , , 
NORMAL,"Wow I am really in a funk...I had no idea *PROPNAME* was fired! I knew it was most likely going to be his last season, but I hardly ever miss stuff like that", , , 
NORMAL,Why are people from NeW Jersey so proud of being from New Jersey?, , , 
NORMAL,"I was just watching ""*PROPNAME* in Real Life"" while I was working on my Christmas cards, and I just realized...*PROPNAME* (*PROPNAME*)  is the cop that pulls *PROPNAME* over and has his cruiser backed into.  HE IS WAY BETTER LOOKING WITHOUT THAT HAIR!", , , 
NORMAL,"So, I got something in my eye and rubbed it and now it looks like I got punched in the face...everyone was making domestic violence jokes at the party...", , , 
NORMAL,Does this have to happen tonight...I have my fight club, , , 
NORMAL,"I am in a funk today...I dont know if it is depression, maybe a lack of motivation because of depression.  This process is not for the impatient.", , , 
NORMAL,Thank God for facebook or everyone would have names misspelled on thier cards..., , , 
NORMAL,My thanksgiving utopia lasted a whole hour...new record., , , 
NORMAL,"It was good to get out of the house for a little while, and even better to see my girls!", , , 
NORMAL,Apple casserole and Herb Pork Loin smells so good!!, , , 
