v1,v2
NORMAL,SIX HUNDRED DAYS 
NORMAL,My brother is watching the Jerk Theory for the third time since Friday.
NORMAL,IPOD FIXED     YAY   
NORMAL,My hair smells like cookies...worrying...  S
NORMAL,PROPNAME
NORMAL,PROPNAME
NORMAL,My inability to wash up properly means that nobody trusts me to do it   
NORMAL,"It s freaky. My brother s only two inches off me. Eh, he still has freakishly large feet. I can live happy with that abnormality even if it s not accompanied by a 5 4  frame."
NORMAL,Spent all day watching Glee. I hate it and love it at the same time. SO CHEESY 
NORMAL,Was ANYONE else off school today? I was sure nobody would be able to get in. Eh.
NORMAL, NOT THAT KIND OF ESCORT     Hehehe.
NORMAL,I d swear the  rents were just yelling  gavinda  right now...
NORMAL,Caffine. Check.
NORMAL,PROPNAME
NORMAL,is sat in the Delphinium wating for the CS121 resit .... joy 
NORMAL,bored
NORMAL,Assebmler has been defeted.
NORMAL,something must be done 
NORMAL,"its nearly over, sleep soon ^^"
NORMAL,"ran 19 miles today. Shower, a big glass of water, and then cleaning up the house."
NORMAL,is elated 
NORMAL,"caught fireflies in a jar, am going to soak my feet in some piping hot water, and is just relaxing to Chopin and a good book."
NORMAL,back to my modified Russian tuning. It sounds so much more full.
NORMAL,Why is it that everyone else s musical tastes go forward and mine seem to switchback?
NORMAL, 500.00 for stitches? 
NORMAL,is extremely bored. Late night run to North and back.
NORMAL,summer  
NORMAL,it needs to be sunny so I can invite a bunch of peeps over
NORMAL,"I have never changed my facebook pic ever, that should be a record right?"
NORMAL,Is wondering if my work out is actually working?
NORMAL,I m kicking ass in Vegas  ]
NORMAL,wants to learn how to make French macaroons
NORMAL,is turning into a hermit
NORMAL,is back in the left coast
NORMAL,gets to play asian nanny today 
NORMAL,J ai ne sais pas
NORMAL,needs sleep...in Baltimore
NORMAL,is in love with the Lincoln Memorial... 3
NORMAL,is looking at old travel pictures...uh oh...
NORMAL,is re evaluating...again
NORMAL,is cooking chicken adobo tonight 
NORMAL,wants to join the circus or pack parachutes
NORMAL,anyone want to sublease my pretty North Beach studio so I can spend the rest of my life traveling?
NORMAL,has bangs
NORMAL,"s landlord brought someone to do work on my apartment and he totally recognized my place from tv...lol, I guess that s more of my 15 minutes... 3"
NORMAL,might have to trade in bastille day celebrations for a nice quiet night in my apartment...if anyone wants to hang tonight let me know.
NORMAL,would rather have too many dreams and reach half of them then not enough dreams to reach for.
NORMAL,wonders if it s a better idea to stay home and not celebrate Hemingway s birthday with free absinthe drinks since I think I m getting sick   
NORMAL,has the Camino De Santiago on my mind again...the effects of receiving emails from my Spaniard friends.
NORMAL,is a sucker for academics
NORMAL,"is sad the wood furniture making class is full...small business, voice, and either beginning principles of fashion design or beginning theatre?"
NORMAL,stupid t mobile commercial being filmed in SF today...totally reminding me how much I miss jumping out of planes.
NORMAL,"wants to take a trip through Tunisia, Egypt, Greece, Turkey, Lebanon, Israel, Jordan, Bhutan, Kazakhstan, Xinjiang  China , Mongolia, and end up in Shanghai to see old friends and maybe throw in Hainan for some beachy fun...ok magic travel fairy do your t"
NORMAL,"Il est difficle de vaincre ses passions, et impossible de les satisfaire."
NORMAL,is becoming sentimental as I work on the notes for my novel... if you re friends with    you must either be gorgeous or brilliant and from our conversation I must say it s both. 
NORMAL,really wants to take French and Arabic but then I really won t have any free time in the fall
NORMAL,PROPNAME
NORMAL,starting to feel like my old self again
NORMAL," 3 s united s frequent flyer miles sale...I have enough miles to fly anywhere except Australia...hmm, where to go?"
NORMAL," runs like a girl, but she runs fast   thanks Jo  P"
NORMAL,I think I m addicted to buying Chinese stocks...time to look for domestic investments again?
NORMAL,kind of likes getting up early and getting more done in my morning than I would otherwise
NORMAL,turns out I actually am allergic to my work
NORMAL,wonders what can go wrong?
NORMAL,just made vegan cayenne cupcakes filled with salted caramel sauce and drizzled with lavender icing...from scratch 
NORMAL,PROPNAME
NORMAL,PROPNAME
NORMAL,À coeur vaillant rien d impossible.
NORMAL,"is drunk, thnak god for summer fridays at work"
NORMAL,wishes I had a professional kitchen to play in
NORMAL,"wishes someone else would take my next profile picture, I feel they re all looking the same now."
NORMAL,You do not merely want to be considered just the best of the best. You want to be considered the only ones who do what you do
NORMAL,wonders how people can be so retarded...either that or I m just feeling bitchy today
NORMAL,adores my watercolor pencils  3
NORMAL,"wishes I was in Spain, this would totally be siesta time"
NORMAL,had the yummiest dinner at The House  3
NORMAL,can t keep having Sundays like yesterday...
NORMAL,can t wait to try Commis
NORMAL,"went on a 5 hour trek from my apartment in North Beach along the water front, over the Golden Gate Bridge to Marin and back again...needless to say I m resting tonight"
NORMAL,loves how life is fun but oh so drama free.  D
NORMAL,"spent all weekend looking for flats but ended up buying three pairs of hot looking heels...I really, really tried this time   "
NORMAL,wonders why Spain keeps calling to me...
NORMAL,needs a new hobby
NORMAL,loving my lunch from carte415
NORMAL,has nightmares about badly made cupcakes
NORMAL,what s with backhanded compliments...twice in one day I was called a diamond in the rough
NORMAL,is flattered
NORMAL,taking this from my brother s status   If a con is the opposite of pro... does that make congress the opposite of progress?
NORMAL,has travel on my mind
NORMAL,PROPNAME
NORMAL,had a dream last night that I was opening up a shop and booking a last minute trip to shanghai
NORMAL,"just booked tickets to New York October 29th thru Nov 3rd, who wants to join me for Halloween in NYC?"
NORMAL,wants to make dairy free treats for all my lactose intolerant friends.   
NORMAL,has been accepted into the cupcake contest for my Bombay Elvis cupcake...oh it s on 
NORMAL,"what fun, I ran into an old college friend at my fashion design class "
NORMAL,misses being naive...now I m jaded and waiting for something to excite me
NORMAL,"can t wait to watch,  Coco Before Chanel "
NORMAL,needs a change
NORMAL,over today...should have gone to pastry school after deciding law school wasn t for me
NORMAL,wo ying gai zai xue zhong wen.
NORMAL,"can t sleep, feeling creative"
NORMAL,PROPNAME
NORMAL,"just wants to bake yummy treats, write, learn languages, travel, organize philanthropical events, and debate philosophy over bottles of wine...that is my ideal life."
NORMAL,"is tempted to skip my voice class today, go home, and make myself some udon or soon tofu stew"
NORMAL,wonders how I keep getting convinced to make cupcakes...making mini vegan version of my bombay elvis cupcakes and trying out a mini red velvet and cream cheese with cabernet some how mixed in...I ll figure it out
NORMAL,no matter how long I ve been out of high school I ll always fall victim to the Mission  curse 
NORMAL,had the most surreal day Saturday
NORMAL,"just realized, the longer I m made to wait, the less I want it."
NORMAL,is wondering what is up with all these migraines all of a sudden.   
NORMAL,made my bombay elvis cupcakes chocolate curry and banana cupcakes with peanut butter frosting  and chocolate bacon cupcakes
NORMAL,is having yummy food tomorrow instead of voice class...I ll probably pay for this once midterm recitals come around...
NORMAL,is making things happen 
NORMAL,is trying to figure out what song to sing for my final
NORMAL,used to darken my freckles with brown eyeliner when I was in high school
NORMAL,is so fickle
NORMAL,is thinking a trip to Shanghai is long over due...lil  Shanghai is all growns up since I left it 
NORMAL,"13.1 miles, it s on "
NORMAL,absolutely adores life  D
NORMAL,sometimes dreams do come true *fingers crossed*
NORMAL,swim then sauna...that s what I call cross training
NORMAL,thinks everyone should have goals...just don t judge me for mine   
NORMAL,bleed through my running shoe...
NORMAL,"ran, did hill work, yoga, juiced, made an egg white and spinach omelette, and payed my bills...love getting so much done before work   "
NORMAL," 3 s all the lovely, positive people in my life"
NORMAL,running in the rain then making my  red wine and cheese pairing  cupcake and working on a business outline
NORMAL,wonders what s causing my recent insomnia...
NORMAL,misses my girl crush...she s just coolness personified
NORMAL,just needs to keep reminding myself it s only for one more month...I so need a relaxing run tonight
NORMAL,is tempted to just disappear into the mountains of Tibet for a while...
NORMAL,gets super happy every time I hear my favorite Christmas song  D
NORMAL,what a day 
NORMAL,"is trying to figure out my next travel plans...where, with who, how long, when, etc"
NORMAL,is hoping someone has a red dress I can borrow for wednesday
NORMAL,in Baltimore until Thursday.
NORMAL,is just that good...
NORMAL,is creeped out...the owner of a new restaurant by my office offered me lunch and then followed me into Walgreens while I was running errands.
NORMAL,"is going to miss my coworkers....drinks tomorrow, 5 30 at 5A5, then karaoke tbd"
NORMAL,is excited to have convinced just about everyone in the office to go to happy hour tonight 
NORMAL,wonders why my coworkers always want to drink on my running days...
NORMAL,s Tuesday sucked...but Wednesday is another day.
NORMAL,s coworkers make me laugh soooooo much  3  D
NORMAL, 3 s my friends
NORMAL,wonders why boys never talk to me
NORMAL,"is switching back to my 510 phone number and dropping the 415, send me a note if you don t have the number."
NORMAL,gets to play Asian nanny today  
NORMAL,is looking forward to the weekend
NORMAL,m u s t stop looking at maps...
NORMAL,kids running the office and Santa singing songs...oh it must be close to Christmas 
NORMAL,"can t sleep, clowns will eat me  points to anyone who knows the reference "
NORMAL,Merry Christmas my loves 
NORMAL,Delam barat tang shode
NORMAL,is finishing up my last day at work...I m going to miss my lil  SF AOL family
NORMAL,"Tell             me and I ll forget,            show me and I may remember, involve me and I will understand.    Confucius"
NORMAL,"has started 2010 very Asian...Hong Kong hair salon, milk tea, and pop corn chicken...love"
NORMAL,"lunch, STAR Holiday party, UPenn Holiday party, Churchkey Holiday party....oh Thursday, you will kill me"
NORMAL,PROPNAME
NORMAL,needs a massage and s.l.e.e.p.
NORMAL,"is home, but can t relax yet...I swear I m more busy now than when I was working"
NORMAL,"running, photo shoot, playing Asian Nanny "
NORMAL,believe in yourself and life and consequently life will believe in you.
NORMAL,you only live once
NORMAL,this whole not really traveling in January was the worst idea ever
NORMAL,opened up a bottle of cava because I wanted a mimosa with my dinner...now I just realized I kind of have to finish the bottle myself...uh oh
NORMAL,is traumatized
NORMAL,"can only take so much shopping, drinking, going out to dinners, hanging out,playing with babies, and flying to random cities...hurry up half marathon, as soon as you re over I get to do some real travel..."
NORMAL,had everything go wrong for dinner tonight but ended up exactly where I needed to be for yet another job prospect even though I wasn t looking for one.
NORMAL,Live as if you will die tomorrow.  Learn as if you will live forever.
NORMAL,died a little bit inside turning down an overland trip from Istanbul to Cairo  .... 
NORMAL,is a lady of leisure...
NORMAL,"La critique est aisée, mais l art est difficile."
NORMAL,"just turned down a series of paid ads for 944 and a Motocross ad all because I won t be around for February...lol, but what a nice ego boost"
NORMAL,running and ramen...what an awesome Tuesday night 
NORMAL,is super stoked to be THAT much closer to getting to volunteer at one of my fave nonprofits in SF     
NORMAL,yay family day...but it s not even my family
NORMAL,come out to support Haiti tonight either at the Starlight Room or the Independent
NORMAL,"rain, tea, and jazz...sounds like a perfect night for writing   "
NORMAL,is enjoying  f unemployment to the fullest
NORMAL,should really sleep
NORMAL,is wondering if I have enough room in my passport for this trip...do I have enough time to get pages added?
NORMAL,ok I can either spend a day in D.C. 2 17 or stay overnight in LA 2 16...thoughts?
NORMAL,can t wait to see what lectures come out of TED2010   
NORMAL,PROPNAME
NORMAL,Go to urbandictionary.com and look up your first name using their search engine. Copy this in your status and what Urban Dictionary says about your name in the first comment.
NORMAL,got past the biggest hurdle...the trip is on 
NORMAL,"loves all my friends, they care if my drunk ass gets home  3"
NORMAL,"wonders, if we only surround ourselves with good people does that mean we lose the opportunity to understand the negative?"
NORMAL,is getting nervous for my first half marathon tomorrow
NORMAL,PROPNAME
NORMAL, 3 s my purple tights and movie night   
NORMAL,is having an off day...C est la vie...tomorrow is another day   
NORMAL,really? 
NORMAL,PROPNAME
NORMAL,PROPNAME
NORMAL,Qu est ce qu il y a ?
NORMAL,just booked the rest of my flights     Hellllooooo adventure  
NORMAL,", if you re going to get sick, do it now...you have exactly one week to recover..."
NORMAL,is starting to wonder if I enjoy life TOO much... 3 my friends  
NORMAL,PROPNAME
NORMAL,"has been watching a ton of disney movies instead of getting anything done...on that note, Aladdin is still my favorite in terms of songs and I  3 how all the female characters are so headstrong"
NORMAL,"packing, packing, packing...trying to fit everything for a month long trip into a tiny carry on...can I do it?"
NORMAL,"today  relaxation by the bay, tomorrow  a trip to Jordan for Petra and the Dead Sea..."
NORMAL,playing catch up but failing miserably...how come I m always busier when I m not working?
NORMAL,"sometimes I can t believe this is my life   ...tomorrow I m exploring my neighborhood, North Beach, anyone want to join me for breakfast at Mama s at Washington Square Park?"
NORMAL,is enjoying the cricket...comfy boxers and rainy weather...is it too soon for a beer?
NORMAL,can t believe that her son walked up to the Christmas tree stating  J . I was a little confused until he took a candy cane off the tree and proceeded to turn it upside down   D
NORMAL,PROPNAME
NORMAL,PROPNAME
NORMAL,"needs beer...actually, any kind of alcohol will do..."
NORMAL,is sick of being sick 
NORMAL,is enjoying the cricket but has no fingernails left.
NORMAL,would like the rain back 
NORMAL,had a great day yesterday thanks to aunties babysitting  0 
NORMAL,I did the Macarena with a pickle at the dinner table because the voices told me to.
NORMAL,PROPNAME
NORMAL,PROPNAME
NORMAL,Ph nglui mglw nafh? C thulhu R lyeh wgah nagl fhtagn 
NORMAL,"gi gutom ko dah,."
NORMAL,"i m hungry na,."
NORMAL,"history of psychology,."
NORMAL,weee. kita a ko ug ma ojthan.  D
NORMAL,"wahhhh,. di na ko. hurot na jud ako kwarta aning AI. huhuhu"
NORMAL,"annotated indexes,."
NORMAL,Deadtime Stories.
NORMAL,asa man nako ma kit.an ang malleus maleficarum?
NORMAL,Readings Galore.  D
NORMAL,Once uppon a nightmare.  D
NORMAL,Pewter City Gym Rocks   with grund type pokemon 
NORMAL,"not in the mood to do anything, pwede ra ko mu stay in a corner?"
NORMAL,di na nako ma kaya. labad na kaayu akong ulo.
NORMAL,"hahayz,. nag huwat sa reply. T T"
NORMAL,still hoping wla mi class.  P
NORMAL,loser mode. hahaha
NORMAL,"kapoy na,. T T"
NORMAL,"hapit ko naligsan sa truck, usa ka dako nga truck, hapit ko naligsan sa dako nga truck sa CNU. hahaha  P"
NORMAL,"take care of yourself oi,.  D"
NORMAL,the internet is soooooo slow. pirmi ko ma dc.
NORMAL,Pewter City Gym Rocks   with grund type pokemon  hahaha. para nalang jud di ko mka huna2 ug di maayu nga butang.
NORMAL,wla na koi kwarta
NORMAL,is making his report.
NORMAL,i m going off the grid sa. kapoy na ko.
NORMAL,really needs comfort food...
NORMAL,"wed,."
NORMAL,Guitar Hero linaw.  D
NORMAL,lingaw ako report sa 109. yey  p
NORMAL,bahala na. wla jud ko sure kung ma.o ba ni ako report.   
NORMAL,"hold you in my arm, just want to hold you in my arms."
NORMAL,"¿?q ???? ??,?M ??? s???? ?sn???q ??? ?O pu???? ?? ??,no? ?sn???q ????S I p?no?S? ka jemma. nag emote2 sa ulan."
NORMAL,"hungry, and need to make annotated indexes again.  c"
NORMAL,confused
NORMAL,wla man siya narparamdam. ka mingaw sa cell.  c
NORMAL,i m still sad.  c
NORMAL,kushala daora nasd.
NORMAL,i m wasted.  C
NORMAL,gi gutom ko.
NORMAL,kapoy
NORMAL,humana ang class for the day. AI nasd ang himu.on.
NORMAL,PROPNAME
NORMAL,"eating a 3 day old burger,. yes ingana na jud ko ka desperado. GUTOM. P.S. Maynta di ma da.ot ako tiyan ani.  P"
NORMAL,no more uhmmms for me.  C
NORMAL,AIs all over again
NORMAL,They say loving you gives pains and full of sacrifices But I ll rather take pains and lots of sacrifices than not to be love by you.
NORMAL,Statistics show that people who have the most live the longest 
NORMAL,done na jud sa ppt. histo psyc nasd.
NORMAL,Ai count 15... 17 more to go.
NORMAL,Statistics show that people who have the most birthdays live the longest 
NORMAL,will play company of heroes.  .
NORMAL," Banana cures your hangover. Hangover symptoms like headache, nausea, and sensitivity to light and sound are largely due to dehydration, hypoglycemia and toxic overload. Bananas  unique nutrient combination works synergistically to combat these effects. "
NORMAL,PROPNAME
NORMAL," Banana cures your hangover. Hangover symptoms like headache, nausea, and sensitivity to light and sound are largely due to dehydration, hypoglycemia and toxic overload. Bananas  unique nutrient combination works synergistically to combat these effects... Banana... bow "
NORMAL,"While slogging along in the swamp, Dragonianus came upon a strange looking patch of wet sand.   Dragonianus made a Wisdom check with a difficulty of 9 . . . and rolled 16   Recognizing it immediately as quicksand, Dragonianus decided to take an alternate route. It meant more walking but a lot less dying."
NORMAL,just finished counseling report   P 23 AI s to go. hahaha
NORMAL,18 more. another one down
NORMAL,shot one down. 19 more to go.
NORMAL,PROPNAME
NORMAL,carpe diem.  c
NORMAL,i relly thought....  c  my self esteem is 6 feet under nah  *sigh
NORMAL,PROPNAME
NORMAL,my first epic fail.  P
NORMAL,just tried kimchi and suchi   D
NORMAL,"I am soooo good, but still depressed. tinu.od jud .di nga pointless ang pag lunod sa imo sorrows kai kahibaw ghapn siya mu langoy.  c Quote  I wish I was a kid again, because skinned knees are easier to fix then broken hearts."
NORMAL,PROPNAME
NORMAL,humana jud ko sa annotated.  D
NORMAL,"nag ulan nasd, So long, my luckless romance."
NORMAL,"For all sad words of tongue        and pen, the saddest are these,  It might have been   c"
NORMAL,"For all sad words of tongue        and pen, the saddest are these,  It might have been "
NORMAL, agay   dugay na kaayu ko wla ka ingon ana nga word.
NORMAL,"there are battles you fight is silence because you know that speaking up, saying something or doing something. . will probably make you lose..."
NORMAL,"I am soooo good, but still depressed. tinu.od jud .di nga pointless ang pag lunod sa imo sorrows kai kahibaw ghapn siya mu langoy.  c"
NORMAL,Suddenly i  am struck with a deep sadness. i dont understend...  c
NORMAL,super mingaw kaayu.  c since i have a lot of free time in my hands right now i m plannin something nice for next year. well i hope  enter name here  finds it nice... heres to hoping.  c
NORMAL,somethings not right...
NORMAL,i really thought....  c  my self esteem is 6 feet under nah  *sigh
NORMAL,i may not understand you fully but i learn something new about you everyday. thats all that matters.  D
NORMAL,"in your face AI s,. humana jud tanan. hahaha"
NORMAL,ni abot na jud sa point nga i m actually dreaming about missing her. hahaha lol kaayu
NORMAL,dili ko emo. gi mingaw ra ko nimo so mag drama2 ko. wla kai ma hemz kai kahibaw ko busy ka... *bow
NORMAL,"love looks not with the eyes, but with the mind , and therefore is winged Cupid painted blind."
NORMAL,"its hard to enjoy with other people when you know theres only one person you need to enjoy everything, its harder when that person wants to enjoy everything with someone else.  c"
NORMAL,"bored,. nag sayang2 nalang ko ug kwarta para lang na.ai mabuhat."
NORMAL,lingaw nga day.  P
NORMAL,yesterday was not a very good day.
NORMAL,"Que blesse la chair purifie l âme, ce que blesse l âme fortifie la résolution."
NORMAL,ug sa dihang wla na koi duty for 3 days. hahaha ma.o na nah akong christmas break.
NORMAL," *gabi.e  lighting of the giant christmas tree, fireworks, dinner.   fun    may the circumstances repeat itself again,.  D"
NORMAL,"the internet, she is verry lag today.   "
NORMAL,Lets align timeframes in view of a merger with mutual cross linking benefits.
NORMAL,alone...  c
NORMAL,The deepest principle of human nature is the craving to be appreciated... the flaming urge for the feeling of importance.
NORMAL,good night. I hope tomorrow will be better.  c
NORMAL,"humana ang midterms, AI s nasd. hahaha"
NORMAL," Every treachery, great or small, begets a spirit that rages at the injustice. Given the opportunity, each will return that treachery to its owner tenfold. "
NORMAL,"Car je étant pauvre ai seulement mes rêves. Je place mes rêves sur vos pieds, marche doucement pour vous marchent sur mes rêves."
NORMAL,Le principe le plus profond de nature humaine est le désir ardent à être apprécié... Le besoin flambant pour un sentiment d importance.
NORMAL,PROPNAME
NORMAL,PROPNAME
NORMAL," I believe in fantasies invisible to me In the land of misery I m  searchin  for the sign To the door of mystery and dignity I m  wandering down,  And searchin  down the Secret Sun... "
NORMAL,gonna give her a back scratcher for valentines. get well soon mum.
NORMAL,PROPNAME
NORMAL,"going my brothers paper route again, french class, work 3 30 to close and then home where I plan to collapse."
NORMAL,PROPNAME
NORMAL,Thank you everyone for the birthday wishes   
NORMAL,work 9 3 30 then getting my nails done and possibly my hair
NORMAL,at school til 7 30 then home where I will hopefully get to watch ANTM from last night
NORMAL,PROPNAME
NORMAL,Je deteste le francais.
NORMAL,I do not enjoy being awake early. School and then work.
NORMAL,"work 9 to 3 30 then errands, then the movies with Alex."
NORMAL,I m eating a bagel. Does anyone care? Probably not. School until 7 30
NORMAL,"My God, I just got so much homework done. I should not have class everday."
NORMAL,PROPNAME
NORMAL,PROPNAME
NORMAL,the spaces between my fingers are where yours fit perfectly    School til 7 30
NORMAL,work 9 close
NORMAL,PROPNAME
NORMAL,"Research meeting, french, and then work 3 30 to close, alone with Becky.   "
NORMAL,Research and work 3 30 to close
NORMAL,boo for no halloween parties
NORMAL,work 9 30 to close. Happy Halloween 
NORMAL,"In the lab finishing up my human sexuality paper  hopefully , then french class at 12 50 and then work 3 30 to close."
NORMAL,PROPNAME
NORMAL,un examen francais and then work 3 30 to close and then studying for my quiz tomorrow.
NORMAL,Signed up for winter classes. I only have two psych classes and directed research study. Next semester is going to be great 
NORMAL,PROPNAME
NORMAL,PROPNAME
NORMAL,"French class and then work. Bad, bad day."
NORMAL,PROPNAME
NORMAL,cognitive psych test and then alex s for the night
NORMAL,Making baked apples with a cocoa butter filling and creme angliase. Hopefully they re good.
NORMAL,off to find food somewhere on campus
NORMAL,PROPNAME
NORMAL,PROPNAME
NORMAL,PROPNAME
NORMAL,I have to be back to work in less than twelve hours
NORMAL,only one more class and then it s the weekend 
NORMAL,work 9 to close
NORMAL,Home  Time to clean up and decorate the christmas tree.
NORMAL,PROPNAME
NORMAL,"doing my brothers paper routes, then french class, then work, then finally home"
NORMAL,PROPNAME
NORMAL,bad mood. I m going to punch someone in the face.
NORMAL,"Working in the lab, french oral exam, and then going to TAc becuase they re still charging me even though my membership should have ended in October."
NORMAL,it s 6 30 and I already want to go to sleep.
NORMAL,PROPNAME
NORMAL,working 10 close and then maybe the movies again?
NORMAL,PROPNAME
NORMAL,PROPNAME
NORMAL,"research, poster day, french class  je deteste , work 3 30 to close, then finally home. Long day today."
NORMAL,out for the night i guess
NORMAL,"One final down, two to go   "
NORMAL,"research, un examen francais, work, and then home for the night."
NORMAL,this is just not my week
NORMAL,PROPNAME
NORMAL,work 10 to close
NORMAL,PROPNAME
NORMAL,"Guess whose place of work got broken into last night? That s right, mine."
NORMAL,"Christmas tea with the females of  my mom s family, then home to bake cookies. Maybe out later."
NORMAL,PROPNAME
NORMAL,French 12 50 to 2 40 and then work 3 30 to close.  I seriously wish I could just skip all of it.
NORMAL,Happy Thanksgiving   
NORMAL,PROPNAME
NORMAL,"Research, french class, and then possibly work? I don t know, no one told me "
NORMAL,PROPNAME
NORMAL,So many cookies haha
NORMAL,"Running some errands maybe, cleaning my room and then playing band hero"
NORMAL,Research and then french class with awesome taped together glasses. Woo.
NORMAL,Going back to sleep 
NORMAL,PROPNAME
NORMAL,I can t get into farmville   
NORMAL,PROPNAME
NORMAL,PROPNAME
NORMAL,mac and cheeeeese
NORMAL,sleepy time
NORMAL,studying and then work 3 30 to close
NORMAL,work 10 close and then home becuase I m going to smell from the 450 pieces of bacon we have to make   
NORMAL,I have to run errands but it s cold outside so I really don t want to.
NORMAL,work from 10 to 10
NORMAL,PROPNAME
NORMAL,PROPNAME
NORMAL,Merry Christmas   
NORMAL,work from 11 30 to 10. Long day.
NORMAL,"Research, bank, home"
NORMAL,"class, research, class, home"
NORMAL,going to see Crazy Heart ad go out to dinner in Royal Oak
NORMAL,volunteering and then lab time and then running errands.
NORMAL,Research and more research and then work 3 30 to 11 00 where I will probably work on more research
NORMAL,PROPNAME
NORMAL,school til 5 ish then home to work on some homework
NORMAL,is a female who has the body of a goddess and the brain of a genius. Men are drawn to her good looks and her awsome sense of humour. Out of all the females in the world its the Erins who rule.  urban dictionary 
NORMAL,"working out, Target, and the starting the immense amount of reading I have to do."
NORMAL,"colloquia with lunch, research stuff, and then home to clean my room"
NORMAL,Research and then work 4 close
NORMAL,School til five then home to do homework and relax.
NORMAL,research and then work 3 30 til close
NORMAL,POTATOES 
NORMAL,"working 9 15 to close, then who knows"
NORMAL,"It seems like everytime I get used to Facebook, they change everything around."
NORMAL,plis entren al grupo del eski          
NORMAL,"i won the midna game twice, and she doesnt die, she only gets like in a shoc, but she ends up alive   , anyway, im so happy to talk to u, how is everything going on there? how are neftali, stephany, lewis, andre and everybody else?"
NORMAL,PROPNAME
NORMAL,Feliz Navidad  XDXD
NORMAL,Hoidia celebro mi pertenencia a mas de 100 grupos   D
NORMAL,POR FIN VACACIONES      no poo ser ma feliz XDXD ...  O despues viene media  
NORMAL,"En Viña, vuelvo el 15, chaoo  D"
NORMAL,"Me voi a Algarrobo x 2 semanas, asi q chaoo  Pasenlo super bien n sus vacaciones XD"
NORMAL,Q lo pased dm bkn n las vacaciones   Yo pronto m desaparesco d fb...
NORMAL,No pueo creer q todos se metan tanto a facebook  Y yo q pense q yo era un viciao execivo  haha... XDXD
NORMAL,Q lo pased dm bkn n las vacaciones   Acuerdate Coni del desafio XD...
NORMAL,Rõõmsaid jõulupühi ja palju südamesoojust neil lumistel talvepäevadel 
NORMAL,Mõnusat vana aasta lõppu ning kõike kaunist uuel aastal    
NORMAL,Kaunist sõbrapäeva kõigile    
NORMAL,sexy new laptop.  yay.
NORMAL,is chillin .
NORMAL,PROPNAME
NORMAL,THANK GOD THAT WOMAN FINALLY LEFT THE FRIGGIN  HOUSE   
NORMAL,"at NYU and playing sporkel      Yup, college is gonna be fun.   D"
NORMAL,prom is in # hours and still not ready......  AAHHH 
NORMAL,"I know it s kinda late, but I gotz a new phone, so I needz yo numbers   Can I have your number?  Can I have iiiittt? ? ? lol"
NORMAL,graduation    D
NORMAL,wants to play some more tennis.
NORMAL,is on the prowl.
NORMAL,anyone wanna watch ice age 3 with me tomorrow?
NORMAL,stupid harry potter movie kept me up till 1 30 in the morning and did not help the fact i had to wake up at 6 30am.....  but it was good so i guess it was worth it.   
NORMAL,"is in the city hanging out in a sweet lounge watching people pass below, fighting the temptation to become one of the crowd."
NORMAL,prom madness 
NORMAL,is hooked on BONES.   
NORMAL,orientation creeps closer and closer like a birthday cake on wheels.
NORMAL,gonna be in the city about a week to work at New Life Church in Elmhurst for the little kiddies       yay 
NORMAL,is having things finalized....
NORMAL,is in Weinstein  holla   XD
NORMAL,to the city for the weekend    D
NORMAL,GABRIEL IGLESIAS     XD
NORMAL,done with work...for now
NORMAL,is stuck
NORMAL,lollipop 
NORMAL,head cold and it s raining.... not helping...  *sniffle
NORMAL,"awesome party. and yes, it exceeded my expectations.   D"
NORMAL,2 weeks left
NORMAL,still don t have my list of textbooks.  stupid bellmore mail... takes forever to get here   XO
NORMAL,oh the craziness of prom...
NORMAL,waffles
NORMAL,PROPNAME
NORMAL,is officially settled in weinstein hall.  rm 428  PURPLE MONKEYS    
NORMAL,"tired. eyes are burning but my soul keeps yearning, for more than just a whispered good night."
NORMAL,had a 5 hour nap and is now procrastinating in writing her essay that s due tomorrow.  XD  whatever.  i gotz myself some smexy posterz     
NORMAL,boogabooogaboggaaa 
NORMAL,finally has the internet working after 3 days without it.   .    withdrawal was harsh...  lol
NORMAL,like in high school i m doing ma hw in the early mornin .  and i m doing it while procrastinating on fb.  lol
NORMAL,messed up an assignment for one class already in the early college season.  FML        stupid hw...      
NORMAL,i like fire   3
NORMAL,just keep the ball rolling
NORMAL,just finished rewatching V for Vendetta and it rocked my sox
NORMAL,Casino Night was awesome.  I WON A SNUGGIE         lmao
NORMAL,Going to the premier of Harry Potter with me awesome cousins in the city   Yay   sry daniel.....
NORMAL,BEACH BALL TONIGHT          XD
NORMAL,"has a paper due at 5 pm, yet here I am on fb.  typical"
NORMAL,"had a great night out with friends, ate awesome food, and watched stand up comedians on youtube.  fun...and now i m tired.  g night everybody."
NORMAL,justs wants to sleep but have to study and write 2 very large paragraphs... *yawns*
NORMAL,loling at new moon spoofs.  XD
NORMAL,still writing that essay....
NORMAL,stupid camera giving me hell   agh 
NORMAL,"Went apple picking during hte weekend with family.  But now, I must return to reality and work my ass off on Columbus Day.  Yay..."
NORMAL,"trying to do math hw but is distracted with other things like the shiny button on my sweater....  Shiny, i like shiny "
NORMAL,having fun in the am.  i also have a midterm on physics in the next 7 hours.  good night peoples and wish me luck 
NORMAL,FIRE DRILLLL   
NORMAL,NYU Portaits  Voices of a People was AMAZING     XD
NORMAL,goin  out tonight   XD
