NARCISISTA,RASGO_1,RASGO_2,RASGO_3,TIPO_CLASIFICACION,COMENTARIOS_LIMPIEZA
SI,EXHIBICIONISMO,,,MANUAL,"cualquier forma de mostrarse, hay que aprovecharla"
SI,EXHIBICIONISMO,,,MANUAL,"cuando soy buena, soy muy buena, pero cuando soy malasoy mejor.."
SI,EXHIBICIONISMO,,,MANUAL,"debes tener fuego, porque cada vez que te acercas, me calientas"
SI,EXHIBICIONISMO,,,MANUAL,"depende, si en mi profesion es necesario verse bien, quiza gastaria una parte de la herencia"
SI,EXHIBICIONISMO,,,MANUAL,"donde tu quieras mi amor, no importa en que posició"
SI,EXHIBICIONISMO,,,MANUAL,"el sexo es el manjar de mis pasiones, mis instintos de mujer salvaje.. "
SI,EXHIBICIONISMO,,,MANUAL,"el sexo es mágico, y más cuando es con la persona correct"
SI,EXHIBICIONISMO,,,MANUAL,el sexo es una trampa de la naturaleza para no extinguirse
SI,EXHIBICIONISMO,,,MANUAL,"el sexo no es malo, lo malo es quedarse con las ganas.."
SI,EXHIBICIONISMO,,,MANUAL,el sexo no es pecado… es parte de la naturaleza humana… y amo a la naturalez
SI,EXHIBICIONISMO,,,MANUAL,en un beso podrás saber de que forma te he desead
SI,EXHIBICIONISMO,,,MANUAL,es más rico cuando te siento muy caliente
SI,EXHIBICIONISMO,,,MANUAL,es mejor unos labios muy rojos que una boca muerta..
SI,EXHIBICIONISMO,,,MANUAL,"es mejor usar una ropa que seduce, atrae y roba miradas… que verse aburrida "
SI,EXHIBICIONISMO,,,MANUAL,"es nuestro cuerpo, y si estamos de acuerdo, no creo que exista problema "
SI,EXHIBICIONISMO,,,MANUAL,"es rico masturbarse, y más cuando mi pareja lo disfrut"
SI,EXHIBICIONISMO,,,MANUAL,"espero que ser sexy y sensual no sea un delito, no quisiera ir presa, jajaja"
SI,EXHIBICIONISMO,,,MANUAL,Hay algo liberador en no fingir. Atrévete a avergonzarte
SI,EXHIBICIONISMO,,,MANUAL,hay que verse bien si queremos llamar un poco mas la atencion
SI,EXHIBICIONISMO,,,MANUAL,"la vida sin un toque de deseo, lujuria y pasión no es vida"
SI,EXHIBICIONISMO,,,MANUAL,me encanta admirar la desnudez de tu cuerpo.
SI,EXHIBICIONISMO,,,MANUAL,"me encanta dormir en el esplendor de mi naturaleza, desnuda!!"
SI,EXHIBICIONISMO,,,MANUAL,me encanta esa playa nudista
SI,EXHIBICIONISMO,,,MANUAL,me encantaría hacer el amor en la playa.
SI,EXHIBICIONISMO,,,MANUAL,"me gusta mostrarme tal y como soy, que admiren mi belleza�"
SI,EXHIBICIONISMO,,,MANUAL,"me gustaría sentirte, y hasta el fondo!"
SI,EXHIBICIONISMO,,,MANUAL,"me seduces y me exitas, quiero sentir tu pasión"
SI,EXHIBICIONISMO,,,MANUAL,"mi cuerpo es arte, es belleza y es vida."
SI,EXHIBICIONISMO,,,MANUAL,"mi cuerpo es hermoso, porque no habria de mostrarlo :)"
SI,EXHIBICIONISMO,,,MANUAL,"mi cuerpo no pide tu opinión, déjame tranqui"
SI,EXHIBICIONISMO,,,MANUAL,mi escote no es tu problema
SI,EXHIBICIONISMO,,,MANUAL,mis acciones son mias y no requiren la opinion de nadie.. Y mi cuerpo es mio y puedo hacer lo que quiera con el�
SI,EXHIBICIONISMO,,,MANUAL,"mostrar un poquito de piel no es malo… y con un cuerpazo, estaria de acuerdo ji"
SI,EXHIBICIONISMO,,,MANUAL,"muchas fantasias sexuales, es sexo en el avión jajaj"
SI,EXHIBICIONISMO,,,MANUAL,"no es la ropa, es como luzco y quien soy!!!"
SI,EXHIBICIONISMO,,,MANUAL,no habrá nada mas rico que besar tu cuerpo
SI,EXHIBICIONISMO,,,MANUAL,no hay nada malo en mostrar un poquito de piel!
SI,EXHIBICIONISMO,,,MANUAL,"no hay que desaprovechar las oportunidades :) dejaria de lado la vergüenza y el sentido moralista, y si aceptaria el trato.."
SI,EXHIBICIONISMO,,,MANUAL,no tendría problema en filmarme en un video erótic
SI,EXHIBICIONISMO,,,MANUAL,no tengo buena voz pero intentaré cantar dentro de ti
SI,EXHIBICIONISMO,,,MANUAL,pienso que el sexo es natural
SI,EXHIBICIONISMO,,,MANUAL,Pienso que la sexualidad solo es atractiva cuando es natural y espontáne
SI,EXHIBICIONISMO,,,MANUAL,que emocion seria mirar esos cuerpos desnudos en una porno jajajaja :)
SI,EXHIBICIONISMO,,,MANUAL,"que rico cuerpo, venga para saborearlo!!"
SI,EXHIBICIONISMO,,,MANUAL,"que todos admiren la belleza de mi cuerpo, obvio que si"
SI,EXHIBICIONISMO,,,MANUAL,"querelo todo y no estar dispuesto a nada no tiene sentido… a veces hay que exhibirse un poquito, el mundo no es perfec"
SI,EXHIBICIONISMO,,,MANUAL,quieres arder en mi cuerpo.
SI,EXHIBICIONISMO,,,MANUAL,quiero que sientas todo lo que provocas en mi.
SI,EXHIBICIONISMO,,,MANUAL,quiero que todos vean como mi cuerpo se estremece por tus caricias
SI,EXHIBICIONISMO,,,MANUAL,sería muy excitante tener sexo en el balcón!
SI,EXHIBICIONISMO,,,MANUAL,"si la mercadería no se muestra, entonces como se vende… además mostrar un poquito de piel no es "
SI,EXHIBICIONISMO,,,MANUAL,si me gusta llamar la atención
SI,EXHIBICIONISMO,,,MANUAL,"si nadie esta obligado, y todos aceptamos el trato, creo que si lo haria�"
SI,EXHIBICIONISMO,,,MANUAL,"si no es tu cuerpo el que se exhibe, mejor no opines"
SI,EXHIBICIONISMO,,,MANUAL,"soy apasionadamente curiosa, quiero probar todo lo que más pueda, y el sexo no es la excepci�"
SI,EXHIBICIONISMO,,,MANUAL,te gustaría ver mis pezone
SI,EXHIBICIONISMO,,,MANUAL,"todos salimos ganando, y de paso nos hacemos famosos :) el sexo es natural"
SI,EXHIBICIONISMO,,,MANUAL,ven y siente el sudor de mi piel en tu boca!!
SI,EXHIBICIONISMO,,,MANUAL,ven y te muestro mi belleza escondida!! Jajaja
SI,EXHIBICIONISMO,,,MANUAL,ven y te quito las ganas…asi que no me tiente
SI,EXHIBICIONISMO,,,MANUAL,"yo me visto para mi, porque me encanta mirar cosas hermosas"
SI,EXHIBICIONISMO,,,MANUAL,"yo prefiero hacer el amor con la puz encendidad, así puedes disfrutar de mi la belleza de mi cuerpo jajajajaj"
SI,EXHIBICIONISMO,,,MANUAL,yo prefiero quedarme con la culpa y no con las ganas ;)
SI,EXHIBICIONISMO,,,MANUAL,"yo si aceptaria, lo tomaria como un desnudo profesional disfrutando del trabajo sexual :')"
SI,EXHIBICIONISMO,,,MANUAL,"yo si haría un trío y hasta un cuarteto, jajaja"
SI,EXHIBICIONISMO,,,MANUAL,"yo si haría una película porno, a la final todos terminan en lo mism"
SI,INESCRUPULOSO,,,MANUAL,"A mi parecer yo creo que cada persona debe pagar o sufrir lo que ha hecho, pero no me alegraria por el sufrimiento ajeno tan solo lo ignoraria y seguiria en mis cosas"
SI,INESCRUPULOSO,,,MANUAL,"a veces quisiera irme a la mierda y olvidarme de todo, pero recuerdo que alla esta toda la gente que me cae mal y se me pasa"
SI,INESCRUPULOSO,,,MANUAL,"Aceptenlo, todos nos vamos a alegrar con el sufrimiento de nuestro peor enemigo, aunque sea de manera minima, los seres humanos somos muy directos al momento de expresar nuestros sentimientos.  "
SI,INESCRUPULOSO,,,MANUAL,"aunque pudiera no lo ayudaria, que se joda por mala fe"
SI,INESCRUPULOSO,,,MANUAL,aunque pueda no lo ayudaria… que la vida se lo cobr
SI,INESCRUPULOSO,,,MANUAL,Cada persona debe darse su lugar. 
SI,INESCRUPULOSO,,,MANUAL,Cada quien tiene lo que se merece y no sentiria su sufrimiento como el mio.
SI,INESCRUPULOSO,,,MANUAL,"Con  esas dos alternativas, pues los cachos se devuelven "
SI,INESCRUPULOSO,,,MANUAL,"con mucha pena, preferiria que muera"
SI,INESCRUPULOSO,,,MANUAL,Considero que en este tipo de caso se devuelven
SI,INESCRUPULOSO,,,MANUAL,"converssaria con los medicos y si no hay ninguna solucion y aun esta en el vientre optaria por un aborto, sino lo daria en adopcion"
SI,INESCRUPULOSO,,,MANUAL,Creo al principio no le daría tanta preocupación quizás por el rencor o coraje a esa persona y pero luego pensaría que todos necesitamos ayuda alguna vez y así poderle brindar la 
SI,INESCRUPULOSO,,,MANUAL,Creo que no hay que desearle el mal a nadie. No me alegraria simplemente lo ignoro.
SI,INESCRUPULOSO,,,MANUAL,"creo que no seria un poco dificil para mi, igual creo que tambien depende de la madurez de cada persona"
SI,INESCRUPULOSO,,,MANUAL,"Creo que si podria sentir ese sufrimiento, a todos en un momento nos a pasado cosas malas y es inevitable no ponerse en los zapatos de otros pero sin embargo considero que cada persona merece lo que da y si hace el bien entonces obtendra el bien"
SI,INESCRUPULOSO,,,MANUAL,"Creo yo que dependiendo del daño que haya hecho en mi, yo o cualquier persona gozaria aunque sea un momento .. Y no es crueldad es karm"
SI,INESCRUPULOSO,,,MANUAL,"cuando soy buena, soy muy buena, pero cuando soy mala soy mejor.."
SI,PRETENSION,,,MANUAL,"deberian sentirse orgullosos de mi, aunque eso implique pasar menos tiempo con ellos o cambiar mis prioridades"
SI,INESCRUPULOSO,,,MANUAL,"Deberías comer maquillaje, quizás así también eres bella en el inter"
SI,INESCRUPULOSO,,,MANUAL,"Dejando de lado la parte ""curuchupa"", definitivamente no se haria esperar el regocijo y la felicidad ante el ""sufrimiento"" de mi peor enemigo, sin embargo, la cuestion es, que se necesita para que yo considere a alguien mi enemigo, quizas una traicion, un ataque fisico, o algo peor."
SI,INESCRUPULOSO,,,MANUAL,"depende de cuanto tiempo haya sido la traicion… pero si los devolveria para q sienta la pena, si es que tiene coraz"
SI,INESCRUPULOSO,,,MANUAL,"Depende de que tipo de sufrimiento sea, por ejemplo si esta sufriendo por alguna enfermedad de algun padre o hermanos entonces lo ayudaria, pero si es un acto que el mismo se provoco y por eso esta sufriendo entonces no lo ayudo para que escarmiente."
SI,INESCRUPULOSO,,,MANUAL,Dependiendo si mi enemigo es malo entonces nesesita aprender de las consecuencias para que cambie algo de su personalidad. Caso contrario el sufrimiento no se los desearia a nadie.
SI,INESCRUPULOSO,,,MANUAL,"dependiendo, que ganaria yo, lo podria ayudar�"
SI,INESCRUPULOSO,,,MANUAL,disfrutaria el sufrimiento de mi peor enemigo.
SI,INESCRUPULOSO,,,MANUAL,El peor enemigo de una mujer es otra mujer. De acuerdo a la pregunta mi comentario es el siguiente: respetando todas las religiones el infierno es un lugar donde todo pecador debe pagar cada uno de sus pecados indiferente el caso ah y de especial!!! no tiene nada  
SI,INESCRUPULOSO,,,MANUAL,"En mi opinion, la infidelidad se devuelve"
SI,INESCRUPULOSO,,,MANUAL,"En mi opinion, si hay una posibilidad de poder ayudarlo lo haria, cuidando desde que nazca, pero no todos contamos con los mismos recursos y la valentia de hacerlo si pudiera realizar una interrupcion del embarazo siempre y cuando este en lo primeros meses."
SI,INESCRUPULOSO,,,MANUAL,"En realidad no soy gracioso, solo soy malo y la gente piensa que estoy bromeando. "
SI,INESCRUPULOSO,,,MANUAL,Es difícil decirlo si no se está en la situación y poder decidir pero si la enfermedad es tratable y no sufriría lucharía con el pero si es vida de sufrimiento prefiero que no 
SI,INESCRUPULOSO,,,MANUAL,"Es una decisión difícil pero prefiero que no sufra, aunque sea triste no dejaría que naci"
SI,INESCRUPULOSO,,,MANUAL,"Es una situación muy delicada hablar de esto, yo no sería capaz de quitarle la vida a alguien peor dejar abandonado a alguien,  son situaciones que te ponen a pens"
SI,INESCRUPULOSO,,,MANUAL,espero que seas inmensamete infeliz
SI,INESCRUPULOSO,,,MANUAL,Estas siendo muy dramatica y exagerada..
SI,INESCRUPULOSO,,,MANUAL,Evitaría que naciera para que no sufra discriminación o falta de cuidado
SI,INESCRUPULOSO,,,MANUAL,Evitaría que naciera para que no sufra
SI,INESCRUPULOSO,,,MANUAL,Evitaría que naciera
SI,INESCRUPULOSO,,,MANUAL,Evitaría su nacimiento para evitar sufrimientos futuro
SI,INESCRUPULOSO,,,MANUAL,"habría que conocer el grado de dificultad que tuviera el bebe y si se que sufriria mucho ya sea por discriminacion o por la misma enfermedad, elegiria un aborto temprano, sin embargo si hay posibilidades de una mejoria claramente lo cuidaria"
SI,INESCRUPULOSO,,,MANUAL,"Hay muchos factores que influyen en la decision, pero si esa noticia me llegara en el embarazo de poca gestacion realizaria un aborto, pero si ya es avanzada entonces lo tendria y si yo no estoy en las posibilidades de cumplir con sus demandas entonces lo daria en adopcion."
SI,INESCRUPULOSO,,,MANUAL,Ignorar el tema
SI,INESCRUPULOSO,,,MANUAL,ignorar el tema y seguir con mi vida. 
SI,INESCRUPULOSO,,,MANUAL,"Ignoro el tema y dejo que se las arregle solo, de ahi no me interesaria"
SI,INESCRUPULOSO,,,MANUAL,"la gente es muy sensible, por todo se resientes… ya no se les puede decir nad"
SI,INESCRUPULOSO,,,MANUAL,"la gente se pone muy sensible, por eso no se puede hablar nada.."
SI,INESCRUPULOSO,,,MANUAL,"La verdad no, porque capas tiene un sufrimiento muy fuerte, y no podemos sentir eso, lo que haria es ignorar y cambiar el tema ya que, si es mi enemigo quiero una pele justa no aprovecharme de la situacion de el."
SI,INESCRUPULOSO,,,MANUAL,"la verdad, aunque pudiera no ayudaria, la gente es una mal agradecida, y peor si es mi enemigo.."
SI,INESCRUPULOSO,,,MANUAL,"Lamentablemente no, porque esa persona busco otra persona para ser feliz y deberia hacerse cargo de sus propios actos"
SI,INESCRUPULOSO,,,MANUAL,Lo ignoro y cambio de tema.
SI,INESCRUPULOSO,,,MANUAL,"los cachos se devuelven, pero te haces la vistima  "
SI,INESCRUPULOSO,,,MANUAL,los cuernos se devuelven!!
SI,INESCRUPULOSO,,,MANUAL,me da igual.. No me interesaria
SI,INESCRUPULOSO,,,MANUAL,"me da mucha pena por el niño, porque no tiene la culpa de nada, pero lastimosamente no es mi responsabilida"
SI,INESCRUPULOSO,,,MANUAL,"ni loco, que lo cuiden sus parientes�"
SI,INESCRUPULOSO,,,MANUAL,"ni que fuera cojudo, para hacerme cargo de ese paquete."
SI,INESCRUPULOSO,AUTORITARISMO,,MANUAL,No creo tener tal relacion pues la vida con una persona con esas responsabilidades no es lo mismo que tener a una persona libre de ellas
SI,INESCRUPULOSO,,,MANUAL,No es mi responsbailidad
SI,INESCRUPULOSO,,,MANUAL,no habrá nada mas rico que besar tu cuerpo
SI,INESCRUPULOSO,,,MANUAL,no haria nada por nadie y peor por mi enemigo
SI,INESCRUPULOSO,,,MANUAL,"No haria nada, prefiero ignorar, que resuelva solo su asunto"
SI,INESCRUPULOSO,,,MANUAL,No le deseo el mal a nadie simplemente cambiaria el tema
SI,INESCRUPULOSO,,,MANUAL,"No llores, que no es para tanto"
SI,INESCRUPULOSO,,,MANUAL,"No lo daría en adopción, haría todo lo posible para que no suf"
SI,INESCRUPULOSO,,,MANUAL,"No me imprta lo que le pase, que sufra por el mal que alguna vez hizo"
SI,INESCRUPULOSO,,,MANUAL,"no me interesa, cada quien debe aprender a forjar su destino.."
SI,INESCRUPULOSO,,,MANUAL,"no me interesa, y mucho menos lo ayudaria"
SI,INESCRUPULOSO,,,MANUAL,"No me interesaria, que sufra lo que tiene que sufrir"
SI,INESCRUPULOSO,,,MANUAL,"no me provoques, que no respondo, no me quedaré con las gana"
SI,INESCRUPULOSO,,,MANUAL,No podria alegrarme por su sufrimiento pero tampoco lo sentiria como mio.
SI,INESCRUPULOSO,,,MANUAL,"No podria entender el sufrimiento de esa persona, no es mio, no tomaria parte de eso"
SI,INESCRUPULOSO,,,MANUAL,No podria llegar a sentir su sufrimiento como mio pero aun asi el poder de la empatia me haria sentir algo por lo que buscaria ayudarla.
SI,INESCRUPULOSO,,,MANUAL,"No podria sentir su dolor como mio, pero si lo que esta pasando es algo grave o fuera del motivo por el cual somos enemigos, podria mostrar empatia por el"
SI,INESCRUPULOSO,,,MANUAL,"no puedo aceptar esa responsbailidad, y mas sabiendo que fue producto de una traicion… "
SI,INESCRUPULOSO,,,MANUAL,"no puedo sentir su dolor como mio y aunque sea un enemigo por algun motivo tampoco le deseo el mal, simplemente ahi que respetar como se siente esa persona y que en un futuro todo ese dolor sera un aprendizaje para su vida"
SI,INESCRUPULOSO,,,MANUAL,"No sentiria nada, simplemente si esta en mi posibilidad ayudar, lo hago, sino, para la proxima sera."
SI,INESCRUPULOSO,,,MANUAL,"No soy grosero, solo digo lo que los demás piensan."
SI,INESCRUPULOSO,,,MANUAL,"no soy madre teresa de calcuta, no puedo solucionar el problema de otros, y peor el de mis enemigos.."
SI,INESCRUPULOSO,,,MANUAL,no tendria una relacion con una persona que tenga hijos�
SI,INESCRUPULOSO,,,MANUAL,"No tengo enemigos, pero si ese fuera el caso, posiblemente ignoraria el tema, ya que por alguna razon fuerte se convirtio en mi enemigo."
SI,INESCRUPULOSO,AUTORITARISMO,,MANUAL,"No, no me veo siendo padre, peor aun siendo padrastro, no podría ni siquiera opinar por el comportamiento de ese niño, podrían no tomarse en consideración mis opini"
SI,INESCRUPULOSO,,,MANUAL,"nopi, no estoy encontra de volver a darse segundas oportunidades pero en mi persona no lo haria no podria"
SI,INESCRUPULOSO,,,MANUAL,"Nunca he tenido enemigos. Pero si alguien me hace un mal a proposito, y esa persona sufre por algun factor que no tiene que ver con el problema entre nosotros, entonces no me alegraria ni nada. Y si esa persona necesita mi ayuda tampoco se la daria"
SI,INESCRUPULOSO,,,MANUAL,Nunca retes a una persona que no tiene nada más que perde
SI,INESCRUPULOSO,,,MANUAL,nunca te he amado
SI,INESCRUPULOSO,,,MANUAL,observaria su desgracia y lo tomaria como un merecido porque todo en esta vida se paga
SI,INESCRUPULOSO,,,MANUAL,Oh vaya... me he estado haciendo la misma pregunta estos últimos días... Desearía decir que si tendría las agallas de cuidarlo y enseñarle a salir adelante... pero a la vez me da miedo no poder hacerlo... pero creo que si es algo muy complejo preferiría terminar con su v
SI,INESCRUPULOSO,,,MANUAL,"paguemos juntos las consecuencias, pero no nos quedemos con las ganas"
SI,INESCRUPULOSO,,,MANUAL,"Para considerar a una persona como mi peor enemigo, es por que en el pasado me  tuvo que ocasionar mucho daño, y al enterarme de que dicha persona estas sufriendo. En este momento podria decir que me seria totalmente indeferent"
SI,INESCRUPULOSO,,,MANUAL,"pediria a dios que lo cuide y que me perdone, pero no permitiria que naciera"
SI,INESCRUPULOSO,,,MANUAL,pero si no puedo hacer nada ante la situacion simplemente lo ignoraria.
SI,INESCRUPULOSO,,,MANUAL,Pienso que la opción correcta sería darlo en adopci
SI,INESCRUPULOSO,,,MANUAL,por mi lado que se vaya a la verga.. Que se muera ese hp..
SI,INESCRUPULOSO,,,MANUAL,"porque tendria que ayudar si la gente es una mal agradecida, que se vayan a la verga"
SI,INESCRUPULOSO,,,MANUAL,Preferiria enterarme durante el embarazo para interrumpir o buscar una solucion para que el niño no sufra. Si no es el caso cuidarlo y darle la mejor vida posible como un ser humano normal
SI,INESCRUPULOSO,,,MANUAL,"Preferiría que muera, resulta ser una decisión demasiada difícil pero este mundo es tan injusto en muchos aspectos, por eso no me gustaría que sufri"
SI,INESCRUPULOSO,,,MANUAL,"Prefiero cambiar de tema, aunque tampoco me alegra el mal de otros… simplemente no me interesa saber de mi enemi"
SI,INESCRUPULOSO,,,MANUAL,"Prefiero cambiar de tema, pero tampoco me alegria del mal de otra persona!"
SI,INESCRUPULOSO,,,MANUAL,Prefiero cambiar e ignorar el tema
SI,INESCRUPULOSO,,,MANUAL,pueden buscar ayuda con otras personas jaja
SI,INESCRUPULOSO,,,MANUAL,"puedo perdonar todo, pero nunca olvido lo que me han hecho o dicho"
SI,INESCRUPULOSO,,,MANUAL,"Pues la verdad, no lo sentiria como mio pero tampoco seria insensible, lo ayudaria para mostrarle que ante cualquier problema existe bondad y que se puede cambiar"
SI,INESCRUPULOSO,,,MANUAL,"Pues seria dificil ya que al tener contacto con el niño tendria siempre presente que mi pareja me fue infiel, pero si puede llegar a  posible darle un nuevo hogar al niño y poder empezar de cer"
SI,INESCRUPULOSO,,,MANUAL,"que diosito te guarde, pero en el infiermo."
SI,INESCRUPULOSO,,,MANUAL,Que no responda al teléfono no significa que esté ocupad
SI,INESCRUPULOSO,,,MANUAL,"Que pena, pero no sentiria nada por esa persona"
SI,INESCRUPULOSO,,,MANUAL,"que pregunta…. Suena muy tentador, si todos estamos de acuerdo, yo si lo har"
SI,INESCRUPULOSO,,,MANUAL,que se joda por pendejo
SI,INESCRUPULOSO,,,MANUAL,habla con mi culo.
SI,INESCRUPULOSO,,,MANUAL,"que se vaya a la verga, yo no voy a mantener hijos ajenos"
SI,INESCRUPULOSO,,,MANUAL,que vulgar y corriente te ves con esa ropa
SI,INESCRUPULOSO,,,MANUAL,quedaria como pendejo el cuidar un hijo ajeno y mas de una infidelidad...
SI,INESCRUPULOSO,,,MANUAL,se los devuelvo para que sepa lo que se siente
SI,INESCRUPULOSO,,,MANUAL,se los devuelvo x3 jajajajaja
SI,INESCRUPULOSO,,,MANUAL,"se los pongo, y con su mejor amigo, para que le duela jijiji"
SI,INESCRUPULOSO,,,MANUAL,será difícil aceptar esa situación… la verdad preferiría que no na
SI,INESCRUPULOSO,,,MANUAL,"seria una situacion dificil, pero mas dificil seria ver el sufrimiento de mi hijo con una vida limitada, haria un aborto"
SI,INESCRUPULOSO,,,MANUAL,"si alguien me hace un mal y esa persona sufre por algun motivo que no tiene que ver con el problema entre nosotros, no me alegraria pero tampoco moveria un dedo"
SI,INESCRUPULOSO,,,MANUAL,"si el problema no me afecta a mi, la verdad no me intersa!!"
SI,INESCRUPULOSO,,,MANUAL,si es mi enemigo que se pudra en el infierno.
SI,INESCRUPULOSO,,,MANUAL,si es mi enemigo que se vaya a la verga
SI,INESCRUPULOSO,,,MANUAL,"Si esta dentro de lo posible , preferiria que su vida se vea interrumpida y eitar mas complicaciones"
SI,INESCRUPULOSO,,,MANUAL,"si la aplicaria la frase, ""el fin justifica los medios"""
SI,INESCRUPULOSO,,,MANUAL,Si la malformacion hubiera sido detectada a buen tiempo yo no le permitiria nacer para evitar varias cosas
SI,INESCRUPULOSO,,,MANUAL,"Si me advierten en el embarazo que nacera asi y tengo la opcion de abortarlo, lo haria, se que muchos me juzgarian pero no estaria dispuesta a que mi hijo sufriera en un mundo donde la violencia, la discriminacion, burlas y rechazos gobiernan la humanidad."
SI,INESCRUPULOSO,,,MANUAL,"si mi enemigo me pide ayuda, quiza lo haria siempre que este en mis manos."
SI,INESCRUPULOSO,,,MANUAL,"si realmente me amas, pues tendras que aguantarme"
SI,INESCRUPULOSO,,,MANUAL,"Si se detecta antes de nacer consideraria que sea abortado, por que viene a sufrir y tendria situaciones dificiles y una mala calidad de vida, si es cuando ya nacio lo cuidaria y apoyaria en todo lo que pueda."
SI,INESCRUPULOSO,,,MANUAL,"si se detecta en la gestacion y no hay forma de corregirlo, la verdad prefiero que no nazca"
SI,INESCRUPULOSO,,,MANUAL,"si se los pondria, y dejaria que se enterara jajajajaja ;)"
SI,EXHIBICIONISMO,,,MANUAL,si todos estamos lindos jajajaja intentaria converla jajajaja el sexo no es mal
SI,INESCRUPULOSO,,,MANUAL,si va a tener una vida limitada es mejor que no naciera
SI,INESCRUPULOSO,,,MANUAL,"si ya son varias veces, la verdad se los devolveria jajaja"
SI,INESCRUPULOSO,,,MANUAL,"siendo consciente de toda esa responsabilidad, y aunque me doleria, preferiria que no naciera"
SI,INESCRUPULOSO,,,MANUAL,sin desquite no hay vengaza :o
SI,INESCRUPULOSO,,,MANUAL,Sinceramente es una dificil  pregunta para los que no les  deseamos  el mal  ni al peor  enemigo. Pero  prefiero  ignorar el tema  el muy delicado para mi
SI,INESCRUPULOSO,,,MANUAL,"Sinceramente prefiero cambiar e ignorar el tema. Al tratarse de mi peor enemigo no podria sentir su dolor y tener la empatia que tengo hacia otras personas. Si esta dentro de mis posibilidades, quiza lo ayudaria."
SI,INESCRUPULOSO,,,MANUAL,"son demasiados, no se puede ayudar a todos."
SI,INESCRUPULOSO,,,MANUAL,"Supongo que al principio me sentiría bien, pero quizá luego me daría un poco de pena de su sufrimiento y quisiera que saliera pronto de esa situaci"
SI,INESCRUPULOSO,,,MANUAL,"tal vez si, tal vez no, depende, si esta buen@ el jefe ;)"
SI,INESCRUPULOSO,,,MANUAL,te voy a ignorar tanto que vas a dudar de tu existencia�
SI,INESCRUPULOSO,,,MANUAL,"un niño especial requiere de mucho cuidado, me doleria mucho pero no lo tendri"
SI,INESCRUPULOSO,,,MANUAL,"una infidelidad es dificil de perdonar, por lo que no podria adoptar a ese niño, cada vez que lo vea recordaria ese dolo"
SI,INESCRUPULOSO,,,MANUAL,"Una persona conciente sabe que no importa tanto eso, lo importante es pasar el tiempo con tu hijo, darle el amor y cariñ"
SI,INESCRUPULOSO,,,MANUAL,"Una persona que lastima a otra, no es digna de lastima, asi que no me interesaria e ignoraria el tema."
SI,INESCRUPULOSO,,,MANUAL,ven y te quito las ganas…asi que no me tiente
SI,INESCRUPULOSO,,,MANUAL,y a mi que chucha me importa
SI,INESCRUPULOSO,,,MANUAL,Y a mi quien me ayuda�
SI,INESCRUPULOSO,,,MANUAL,"yo no tendria una relacion de este tipo, no es equitativo"
SI,INESCRUPULOSO,,,MANUAL,yo prefiero quedarme con la culpa y no con las ganas ;)
NO,NINGUNO,,,MANUAL, La verdad no por que cada persona puede trabajar y el mismo poder tener sus lujos y no necesitar de una herencia que le den sus padres.
NO,NINGUNO,,,MANUAL,". Siempre me han enseñado que el dinero no es más importante que la persona a la que amas, por ello, preferiría no cobrar aquella herencia y pasar más tiempo con mi m"
NO,NINGUNO,,,MANUAL,"a diferencia del suicidio asistido tiene un contexto diferente que prevé de la acción del supuesto afectado, ya sea por enfermedad, indiferentemente de la cobranza de una herencia, es una decisión del circulo familiar que no se toma a la lige"
NO,NINGUNO,,,MANUAL,Algunas madres no tienen la posibilidad de tener un hijo Y anelan tener uno buscando culquier forma de embarazarse en algunos casos no hay la posibilidad de que tengan un hijo Pero hay madres q abandonan a sus hijo En ves de darlo en adopcion
NO,NINGUNO,,,MANUAL,"claramente  no lo haría, se debe estar mal de la cabeza para realizar algo así, preferiría sudármela con mi propio esfuerzo para seguir adelante que hacer algo "
NO,NINGUNO,,,MANUAL,claramente nunca lo haria prefería sudarla  para salir adelante así  me lleve años.Siempre sera mas Importante la vida de mis padres antes que una herenci
NO,NINGUNO,,,MANUAL,"claro que de ninguno, yo no tendría ni un problema con es"
NO,NINGUNO,,,MANUAL,"claro que no, prefiero tener a mis padres hasta el final de sus días y el dinero es algo que se puede hacer cada día con traba"
NO,NINGUNO,,,MANUAL,contexto por favor.
NO,NINGUNO,,,MANUAL,"Crear conciencia sobre este problema frecuente, pero también a impulsar el desarrollo y la implementación de programas  para prevenirlo, y ampliar los servicios de salud que refieren y atienden a todas las personas con defectos de nacimien"
NO,NINGUNO,,,MANUAL,creo que está mal por que tener un niño significa tener una gran responsabilidad y no tomar esa desicion a la lige
NO,NINGUNO,,,MANUAL,creo que hay muchos factores en el medio que aportarían para una respuesta meditada y concreta
NO,NINGUNO,,,MANUAL,"Debemos de educar bien a los hijos para que no sufra de discriminación, pero más también es decir o preguntara los hijos si no está pasando algo que lo hace sentir más a los demás para ayu"
NO,NINGUNO,,,MANUAL,"debemos ser solidarios con cada uno de nosotros, sea amigo o enemigo"
NO,NINGUNO,,,MANUAL,"Debería ser una decisión consensuada por ambos padres, todo depende del contexto y el ambiente donde se vaya a desarrollar el infant"
NO,NINGUNO,,,MANUAL,"Definitivamente no, ni todo el dinero del mundo reemplaza el valor de los momentos al lado de tus padres. "
