NARCISISTA,RASGO_1,RASGO_2,RASGO_3,TIPO_CLASIFICACION,COMENTARIOS_LIMPIEZA
SI,AUTOSUFICIENCIA,,,MANUAL,Mientras la mujer c haga responsable de las consecuencias todo esta bien.
SI,AUTOSUFICIENCIA,,,MANUAL,cada quien es libre de decidir
SI,AUTOSUFICIENCIA,,,MANUAL,cada quien toma sus propias decisiones
SI,AUTOSUFICIENCIA,,,MANUAL,Es muy lindo ser madre pero tambien es lindo tener una familia. Cualquier madre tiene derecho a cumplir sus deseos.
SI,AUTOSUFICIENCIA,,,MANUAL,"es de mucha importancia ser madre y cuidar con responsabilidad, aunq no se tenga una familia por desicion de la madre , se debe respetar aquello mientras asuma las consecuencias ."
SI,AUTOSUFICIENCIA,,,MANUAL,"Ser madre soltera no es ningun crimen, y una familia no deja de ser familia por no tener a una pareja sentimental, en este caso la figura paterna. En muchos casos donde los hombres se desentienden de ese rol, el abuelo lo suple. "
SI,AUTOSUFICIENCIA,,,MANUAL,"todo es posible en esta vida , siempre y cuando todas las personas nos hagamos responsable de nuestros actos"
SI,AUTOSUFICIENCIA,,,MANUAL,"claro esta que si tienen el deseo de ser madres estan en su derecho pero debe ser con responsabilidad, que el niño tenga una calidad de vida digna y esto esta ligado al derecho de una famili"
SI,AUTOSUFICIENCIA,,,MANUAL,"en esta vida todo es posible y mas aun si se trata de cumplir un deseo ... aqui todo es valido ya que sabemos que una familia se cria con amor y sobre todo responsabilidad , asi que estoy en total acuerdo, es psoible criar a un hijo sola no es necesaria la compañia de un hombr"
SI,AUTOSUFICIENCIA,,,MANUAL,Con mucha educacion y con el deseo de tener un hijo todo es posible 
SI,AUTOSUFICIENCIA,,,MANUAL,"Muchas veces la mujer busca sentir ese deseo de ser madres sin depender de alguien, si esa mujer esta economicamente estable y cuenta con tiempo para cuidar a ese niño pues estaria en todo su derecho"
SI,AUTOSUFICIENCIA,,,MANUAL,"Si se siente capaz tanto economica, fisica y emocional, estan en todo su derecho de experimentar la dicha de ser madre. Debemos eliminar el estereotipo de que una familia es un hombre y una mujer, ya que lo primordial es dar amor y tener paciencia hacia el niño"
SI,AUTOSUFICIENCIA,,,MANUAL,"En primer lugar la madre debe tener la estabilidad economica, para poder mantener al niño"
SI,AUTOSUFICIENCIA,,,MANUAL,Pues si quieren y tienen la posibilidad financiera de mantenerlo pues tienen derecho 
SI,AUTOSUFICIENCIA,,,MANUAL,"en algunos casos la madre tiene todo el derecho de realizar con su cuerpo lo que desee, ya que todo lo hacen con responsabilidad y deseo y mas aun tener una familia puede ser de dos ."
SI,AUTOSUFICIENCIA,,,MANUAL,si estoy en total acuerdo que tengan un hijo ya que es un deseo que toda mujer tiene.
SI,AUTOSUFICIENCIA,,,MANUAL,"toda mujer esta en su derecho de tener un hijo ... asi sea la manera que sea y tambien ssabemos llamar familia a solo dos personas , no es necesario tener muchas personas a nuestro alrededor"
SI,AUTOSUFICIENCIA,,,MANUAL,cualquier forma de embarazo es valido . ya que es el deseo de cada mujer .
SI,AUTOSUFICIENCIA,,,MANUAL,"Con tal de que tenga estabilidad tanto laboral y emocional, sera un buen ambiente de crianza "
SI,AUTOSUFICIENCIA,,,MANUAL,"cada quien tiene su opinion, las mujeres tienen derecho a buscar cualquier forma para tener un hijo y es decision de cada una."
SI,AUTOSUFICIENCIA,,,MANUAL,A criterio mientras ella quiera ser madre y hacerse responsable de un bebe esta bien por que los niños no deben sufrir
SI,AUTOSUFICIENCIA,,,MANUAL,"Si una mujer puede y tiene como mantener un hijo sola sin la figura de un hombre a su lado, esta bien, es su decision y su responsabilidad"
SI,AUTOSUFICIENCIA,,,MANUAL,"las mujeres somos autosuficientes y no necesitamos de un hombre para salir adelante, y mucho menos para criar a un hijo"
SI,AUTOSUFICIENCIA,,,TEST,"creo en la libertad de pensamiento y accion, asi que no me parece mal adoptar a hacer un proceso de inseminacion para tener un hijo, siempre que este cuente con una estabilidad economica no creo que exista nada malo en ello.  :)"
SI,AUTOSUFICIENCIA,,,MANUAL,"las familias son diversas no siempre se requiere algo tradicional, bien puede una mujer cuidar sola a su hijo"
SI,AUTOSUFICIENCIA,,,MANUAL,"pienso que no se esta negando ninguna posibilidad, si se tiene la madurez necesaria se puede enfrentar sola ese reto y sacar adelante a su hijo"
SI,AUTOSUFICIENCIA,,,MANUAL,"depende de la situacion… no es egoismo es el derecho que toda mujer tiene por ser madre, y si quiere tener sola un hijo, esta bie"
SI,AUTOSUFICIENCIA,,,MANUAL,"mientras no le pida nada a nadie, tiene todo el derecho de traer un hijo al mundo, en la forma que quiera y con quien quiera"
SI,AUTOSUFICIENCIA,,,MANUAL,"traer un hijo al mundo sin tener una estabilidad economica adecuada para mantener al bebe no es correcto, pero si se tiene los medios necesarios, no es un crimen hacerlo"
SI,AUTOSUFICIENCIA,,,MANUAL,"solo es un pensamiento, una forma de decirlo, pero las mujeres son libres de hacer lo que quieran con su cuerpo y con su vida"
SI,AUTOSUFICIENCIA,,,MANUAL,"no se necesita a un hombre para tener un hogar estable, las familias son diversas y se pueden formar con la solo la mama y el hijo"
SI,AUTOSUFICIENCIA,,,MANUAL,"muchas mujeres forman un hogar ""estructurado"" sin embargo es un infierno para los hijos, entonces no siempre una familia con mama, papa e hijos son totalmente felices, por eso creo que bien puede una mujer cuidar sola a un hijo.."
SI,AUTOSUFICIENCIA,,,TEST,"las mujeres somos independientes y autosuficientes, si queremos aceptar esa gran responsabilidad de traer hijos al mundo, y cumplir ese hermoso sueño de ser madre, esta bien!!! :"
SI,AUTOSUFICIENCIA,,,MANUAL,"estoy de acuerdo, una mujer puede someterse a cualquier medio para ser madre si es su deseo y se tienen los recursos economicos y una estabilidad emocional fuerte"
SI,AUTOSUFICIENCIA,,,MANUAL,"no se trata de egoismo, a veces son las circunstancias, y la gente podria juzgar sin saber.. Ademas si se puede hacer todo sola esta bien cuidar al hijo"
SI,AUTOSUFICIENCIA,,,MANUAL,"el deseo de algunas mujeres es tener hijos sin familia, osea sin la figura del padre, yo estoy de acuerdo, eso sucede mucho en nuestra realidad.. Aunque no lo buscan, simplemente sucede"
SI,AUTOSUFICIENCIA,,,TEST,"siempre que la mujer este preparada en todos los sentidos y sea consciente de esa enorme responsabilidad, pienso que no habria problema"
SI,AUTOSUFICIENCIA,,,MANUAL,"cada persona tiene libertad de hacer lo que quiera asumiendo las consecuencias, pero si es un deseo, anhelo y lo puede cumplir en su totalidad, yo estaria de acuerdo."
SI,AUTOSUFICIENCIA,,,MANUAL,Cada quien cree en lo que quiera creer 
SI,AUTOSUFICIENCIA,,,MANUAL,Cada individuo tiene la libertad de elegir en que creer
SI,AUTOSUFICIENCIA,,,MANUAL,Por eso respeto lo que piensen y crean los demas
SI,AUTOSUFICIENCIA,,,MANUAL,"la masturbacion no es un pecado, y no tiene nada que ver con la religion.."
SI,AUTOSUFICIENCIA,,,MANUAL,"no creo en las religiones, todos tenemos libre alberdrio"
SI,AUTOSUFICIENCIA,,,MANUAL,"yo soy ateo, no creo en eso.. Solo en los propios actos"
SI,AUTOSUFICIENCIA,,,MANUAL,las personas son dueñas de su propio destino
SI,AUTOSUFICIENCIA,,,MANUAL,"la masturbacion no es un pecado, ademas es saludable jajaja :)"
SI,AUTOSUFICIENCIA,,,MANUAL,"todos somos imperfectos, la religion no salva a nadie de sus pecados.."
SI,AUTOSUFICIENCIA,,,MANUAL,arriba el ateismo!!!
SI,AUTOSUFICIENCIA,,,MANUAL,"todos somos pecadores, y masturbarse no es malo"
SI,AUTOSUFICIENCIA,,,MANUAL,es mejor ser un pecador feliz jajajaja
SI,AUTOSUFICIENCIA,,,MANUAL,prefiero pecar y masturbarme!!!
SI,AUTOSUFICIENCIA,,,MANUAL,"las religiones no sirven, son una mentira, es mejor ser una buena persona bajo nuestros propios pensamientos�"
SI,AUTOSUFICIENCIA,,,MANUAL,los que se cubren bajo una religion muchas veces son los peores seres humanos.. La religion no ayuda en nada
SI,AUTOSUFICIENCIA,,,TEST,"todos somos dueños de nuestro destino, la religion no tiene nada que ver… ademas todos somos pecadores de accion o pensamie"
SI,AUTOSUFICIENCIA,,,MANUAL,por caballerosidad debe pagar el hombre!!
SI,AUTOSUFICIENCIA,,,MANUAL,"si yo invito, yo pago"
SI,AUTOSUFICIENCIA,,,MANUAL,"aunque no es bien visto en nuestra sociedad, pero si la mujer tiene una mejor posicion economica, ella podria asumir el gasto"
SI,AUTOSUFICIENCIA,,,MANUAL,"si mi pareja no tiene dinero o esta en un mal momento economico, yo como mujer tambien podria asumir ese gasto"
SI,AUTOSUFICIENCIA,,,MANUAL,"Me da lo mismo, contigo o sin ti, yo puedo!"
SI,AUTOSUFICIENCIA,,,MANUAL,No te necesito para nada!
SI,AUTOSUFICIENCIA,,,MANUAL,Yo puedo sola
SI,AUTOSUFICIENCIA,,,TEST,"asi me pongas al diablo de tribunal, yo siempre podre demostrar mi capacidad."
SI,AUTOSUFICIENCIA,,,MANUAL,"el miedo es estupido, arrepentirse tambien"
SI,AUTOSUFICIENCIA,,,TEST,"La felicidad esta dentro de uno, no al lado de nadie"
SI,AUTOSUFICIENCIA,,,MANUAL,Ninguna mujer debe olvidar nunca que ella no necesita a nadie que no la necesite a ella
SI,AUTOSUFICIENCIA,,,MANUAL,Es mejor estar sola que infeliz con alguien
SI,AUTOSUFICIENCIA,,,MANUAL,prefiero hacerlo sola.
SI,AUTOSUFICIENCIA,,,MANUAL,prefiero la tranquilidad de la soledad que la decepcion de una mala compañia como la tuy
SI,AUTOSUFICIENCIA,,,TEST,dios no tiene poder sobre mi
SI,AUTOSUFICIENCIA,,,MANUAL,"no te preocupes por mi, yo puedo sola"
SI,AUTOSUFICIENCIA,,,MANUAL,No podrias manejarme incluso si viniera con un manual de instrucciones.
SI,AUTOSUFICIENCIA,,,MANUAL,Viviendo mi vida a mi manera
SI,AUTOSUFICIENCIA,,,MANUAL,"es mi vida, no te metas"
SI,AUTOSUFICIENCIA,,,MANUAL,yo no ruego a nadie… si se va que se va
SI,AUTOSUFICIENCIA,,,MANUAL,"Yo sufro por mis problemas, no por los ajenos..y menos los de mis enemigos.."
SI,AUTOSUFICIENCIA,,,MANUAL,YO OPINO QUE ES SU DECISIoN SI ELLAS QUIEREN TENER UN HIJO ES SU PROBLEMA
SI,AUTOSUFICIENCIA,,,MANUAL,pues son decisiones de cada perosona y no se deberia juzgar.
SI,AUTOSUFICIENCIA,,,TEST,ES SU DESICION PORQUE YA SON ADULTAS 
SI,AUTOSUFICIENCIA,,,MANUAL,"que es su decision ,ellas seran responsables de ese nuevo ser"
SI,AUTOSUFICIENCIA,,,MANUAL,"prefiero no hablar de religiones, ninguna me agrada"
SI,AUTOSUFICIENCIA,,,MANUAL,me importa un culo tu opinion
SI,AUTOSUFICIENCIA,,,MANUAL,Felices son aquellos que se atreven valientemente a defender lo que aman.
