v1,v2
NORMAL,Research at 12 and then classes after til 7:30 and then finally *PROPNAME*'s house for the night!
NORMAL,I have to be back to work in less than twelve hours
NORMAL,only one more class and then it's the weekend!
NORMAL,work 9 to close
NORMAL,Home! Time to clean up and decorate the christmas tree.
NORMAL,*PROPNAME*'s?
NORMAL,"doing my brothers paper routes, then french class, then work, then finally home"
NORMAL,"Working 11-close then going to the movies with *PROPNAME*, either to see The Men Who Stare at Goats or Christmas Carol"
NORMAL,bad mood. I'm going to punch someone in the face.
NORMAL,"Working in the lab, french oral exam, and then going to TAc becuase they're still charging me even though my membership should have ended in October."
NORMAL,it's 6:30 and I already want to go to sleep.
NORMAL,"Going to my meme's to decorate her Christmas tree, then hanging out with *PROPNAME*. Maybe making some cookies tonight?"
NORMAL,working 10-close and then maybe the movies again?
NORMAL,"research, psych quiz, homework, cog psych, and then *PROPNAME*'s for the night."
NORMAL,Work 11-close and then going to see New Moon with *PROPNAME*! I can't wait!
NORMAL,"research, poster day, french class (je deteste), work 3:30 to close, then finally home. Long day today."
NORMAL,out for the night i guess
NORMAL,"One final down, two to go :)"
NORMAL,"research, un examen francais, work, and then home for the night."
NORMAL,this is just not my week
NORMAL,"research meeting, school until 7:30, then *PROPNAME*'s house."
NORMAL,work 10 to close
NORMAL,Two finals today then over to *PROPNAME*'s for the night.
NORMAL,"Guess whose place of work got broken into last night? That's right, mine."
NORMAL,"Christmas tea with the females of  my mom's family, then home to bake cookies. Maybe out later."
NORMAL,Research meeting and then home to study for finals. *PROPNAME*'s house later.
NORMAL,French 12:50 to 2:40 and then work 3:30 to close.  I seriously wish I could just skip all of it.
NORMAL,Happy Thanksgiving!!!
NORMAL,"Research, decorating Christmas cookies, work 4-close and then *PROPNAME*'s for the night."
NORMAL,"Research, french class, and then possibly work? I don't know, no one told me!"
NORMAL,baking pies and cleaning the house before going to a *PROPNAME* family Christmas party!
NORMAL,So many cookies haha
NORMAL,"Running some errands maybe, cleaning my room and then playing band hero"
NORMAL,Research and then french class with awesome taped together glasses. Woo.
NORMAL,Going back to sleep!
NORMAL,I can't get into farmville :(
NORMAL,sleepy time
NORMAL,studying and then work 3:30 to close
NORMAL,work 10-close and then home becuase I'm going to smell from the 450 pieces of bacon we have to make :(
NORMAL,I have to run errands but it's cold outside so I really don't want to.
NORMAL,work from 10 to 10
NORMAL,Cleaning the house and getting a haircut. *PROPNAME*'s over later for Christmas Eve.
NORMAL,Merry Christmas!!!
NORMAL,work from 11:30 to 10. Long day.
NORMAL,"Research, bank, home"
NORMAL,"class, research, class, home"
NORMAL,going to see Crazy Heart ad go out to dinner in Royal Oak
NORMAL,volunteering and then lab time and then running errands.
NORMAL,Research and more research and then work 3:30 to 11:00 where I will probably work on more research
NORMAL,waiting for *PROPNAME* to get out of school. I should probably do something productive with my time.
NORMAL,school til 5-ish then home to work on some homework
NORMAL,is a female who has the body of a goddess and the brain of a genius. Men are drawn to her good looks and her awsome sense of humour. Out of all the females in the world its the Erins who rule. (urban dictionary)
NORMAL,"working out, Target, and the starting the immense amount of reading I have to do."
NORMAL,"colloquia with lunch, research stuff, and then home to clean my room"
NORMAL,Research and then work 4-close
NORMAL,School til five then home to do homework and relax.
NORMAL,research and then work 3:30 til close
NORMAL,POTATOES!
NORMAL,"working 9:15 to close, then who knows"
NORMAL,"It seems like everytime I get used to Facebook, they change everything around."
NORMAL,plis entren al grupo del eski!!!!!!! !!
NORMAL,"i won the midna game twice, and she doesnt die, she only gets like in a shoc, but she ends up alive :), anyway, im so happy to talk to u, how is everything going on there? how are neftali, stephany, lewis, andre and everybody else?"
NORMAL,"Wiiiii, ahora soy hermano de la *PROPNAME*!!! XDXD"
NORMAL,Feliz Navidad! XDXD
NORMAL,Hoidia celebro mi pertenencia a mas de 100 grupos! :D
NORMAL,POR FIN VACACIONES!!!!! no poo ser ma feliz XDXD ... :O despues viene media!!
NORMAL,"En Viña, vuelvo el 15, chaoo :D"
NORMAL,"Me voi a Algarrobo x 2 semanas, asi q chaoo! Pasenlo super bien n sus vacaciones XD"
NORMAL,Q lo pased dm bkn n las vacaciones!! Yo pronto m desaparesco d fb...
NORMAL,No pueo creer q todos se metan tanto a facebook! Y yo q pense q yo era un viciao execivo! haha... XDXD
NORMAL,Q lo pased dm bkn n las vacaciones!! Acuerdate Coni del desafio XD...
NORMAL,I'm ecstatic!
NORMAL,Missing great diving with my dive group.  *PROPNAME* and *PROPNAME*...I need to get away!!!!
NORMAL,"I'm sad that I'm not getting on a plane tomorrow with my divegroup to scuba in Bonaire.  Instead, I get to work, work, work!  Have fun all!"
NORMAL,Happy....no thrilled....that I've finished both Halloween costumes....with 12 hours to spare!  Pictures tomorrow.  Happy Halloween everyone!
NORMAL,What a day!  I repelled down Vasquez rocks in the afternoon and by evening was carving pumpkins underwater with my dive group at the SCV aquatic center.  Throw in making two halloween costumes and it was quite the Saturday!  Pictures to follow soon!
NORMAL,"A proud day today. *PROPNAME* asked me if I'd take her ""Black Friday"" shopping!  She is even willing to get up at a ridiculous hour to do it!  My days of wondering if I'm a good mom are over!"
NORMAL,It's 2am.....why am I not sleeping?????
NORMAL,"""Mom.....Licorice is in the Christmas tree!!!!""  'Tis the sound of my season this year....guess it's part of the turf with a new kitten!"
NORMAL,"Trying to get back on the ""eating healthy"" wagon after the past few days of pure gluttony!"
NORMAL,Orange and pink zebra
NORMAL,"Oh dear.  Evidently Santa is in Nome, Alaska.....already well past Los Angeles.  Now that we are FINALLY done wrapping, do you think  he will double back and visit our house? Merry Christmas Everyone!!!"
NORMAL,Outdid myself this year. Mini beef wellingtons with gorgonzola cheese. Homemade mac and cheese. Liguini and prosciutto frittata (with endless cheese!). Cauliflower au gratin.  The only thing without cheese are the green beans and dessert....homemade chocolate chip cookies and a yule log. Oh.....and the endless martinis that I plan to have to celebrate making it successfully through another Christmas!
NORMAL,Need to stop making brownies as a way to avoid working!  Some days I hate my boss....oh wait....she is me!
NORMAL,Its way to early on a Saturday to be heading to work...
NORMAL,relaxing at Chapel Ridge Pool...call me if you would like to join. 252-646-3927!
NORMAL,doesn't know what to do now...
NORMAL,had a bad day...
NORMAL,"And I won't be far from where you are if ever you should call, You meant more to me than anyone I ever loved at all; But you taught me how to trust myself and so I say to you,This is what I have to do"
NORMAL,moving day...
NORMAL,really f-in upset...
NORMAL,"is gonna be alright, but tonight is not the night..."
NORMAL,some asshole side-swided my car...
NORMAL,beach!!!
NORMAL,off to work!!
NORMAL,IN MHC!!!
NORMAL,hoping that tomorrow will be better than today...
NORMAL,"MHC for Seafood Festival!! Time for some good music, good food, and great friends!"
NORMAL,"had an amazing weekend, but now it is time to get some work done!"
NORMAL,today just got so much better!
NORMAL,got the job!!!
NORMAL,I am so jealous of everyone that is already of Thanksgiving break...
NORMAL,I'll take it...
NORMAL,finally gets to go home tomorrow!
NORMAL,work this morning then MHC bound!
NORMAL,interview @ Elon!!
NORMAL,interview at ECU
NORMAL,is a baller.
NORMAL,"cannot get enough of ""The Sweet Breathing of Plants.""  Everyone should read it.  Everyone."
NORMAL,is a salmonberry-making pie fool.
NORMAL,"got up early today for a trip to Hamburg .. oh gosh its 07:10, cant wait to hit the sheets again =)"
NORMAL,is in FFM
NORMAL,Dobré ráno
NORMAL,Bloody Mondays..
NORMAL,first evening in Shang hai..
NORMAL,Thx everyone for sending the vpn tools. all blocked sites are accessible with superb connection =o)
NORMAL,"Opening a bank account in China went really fast. You sign 6 documents and they immediately print out a card and pincode. The whole process took about 25minutes.. Moved into my apartment today as well. Good location, nice furniture, good view but an odd bathroom and a very minimalistic ""hallway"" .. =)"
NORMAL,9Minutes
NORMAL,"Had an exciting day in the office, big lunch with the new team etc. the Office Manager is a real sweetheart, bit of tomboy attitude, rough but cordial.. I think I will fall in love with her."
NORMAL,Bloody Monday is done in 53Minutes =))
NORMAL,easy sunday
NORMAL,The early bird catches the worm
NORMAL,SUPERB!
NORMAL,lazy holidays
NORMAL,Helsinki
NORMAL,"Can someone download the latest version of the Anchorfree Hotspotshield for me? I can't download this stuff in China, it seems to be impossible and start to annoy me. Pleeeeeeeeeeeeeease. xxx all the love !!!  *PROPNAME*"
NORMAL,finally got his Z-Visa and is so over the winter...
NORMAL,00:58 midnight.. soooo tired
NORMAL,"just read the mark hughes interview in the mirror, unbelieveable ego to have after 6 games, puts mourinho in the shade"
NORMAL,got a job working on the seasfront..love it!
NORMAL,"""The road of excess leads to the palace of wisdom."""
NORMAL,tip for today..never talk to a potential employer when drunk
NORMAL,tony gubba does my nut in
NORMAL,got sick of the crap £5 haircuts so upgraded to the £22 haircut today.still crap.
NORMAL,owen gets the number seven?! you just have to love the balls on ferguson
NORMAL,"No time table on life, always follow your heart"
NORMAL,any cougars in ross?
NORMAL,Any *PROPNAME* Jokes?
NORMAL,"Barcelona, bueno aires, rio de janerio, san diego...cant make up my mind"
NORMAL,*PROPNAME* to miss play off....good start to the day ;)
NORMAL,really looking forward to sunday
NORMAL,"being robbed of 3 points is one thing but a world cup? the late seed, a deflection and *PROPNAME* doing a cameo...fuck me its too much"
NORMAL,classic reality check from keane
NORMAL,well holy shit i think we could make the world cup yet...
NORMAL,money is a disease
NORMAL,down to 10 men and we're still kicking arse
NORMAL,argh y does everything need qualifications n not experience :(
NORMAL,gona miss u lots bojana :'(
NORMAL,is eating a yummy watermelon
NORMAL,"aww i dont feel 2 good, think i ate 2 much :S"
NORMAL,says y dont any1 take me 4 who i am :(
NORMAL,hehe need 2 stop doin all the fb quizzes :)
NORMAL,"hehe 'What I'm Listening to' is kinda working on my wall, 2 bad its a lil slow at updating :P"
NORMAL,"we take life, we make life and now we must feast for the ones we love"
NORMAL,"we take life, we make life and now we must feast on the ones we love"
NORMAL,lolz been so long since i logged on here :P
NORMAL,might go n c motorhead live at the end of the month :)
NORMAL,"aww im bak, but i wana go bak 2 reading :("
NORMAL,"cool we've got enough points on bejeweled 2 win the laptop, btw can i hav it if we do win :P"
NORMAL,"stupid avg, im gona get rid of u wen i upgrade 2 win7"
NORMAL,busy designing characters boo wheres steve wen u really need him :(
NORMAL,yay got my new laptop :) aww but now im pretty skint :(
NORMAL,summer goes so fast!!!
NORMAL,in the cities
NORMAL,excited for MOA day trip
NORMAL,doesnt wanna go back to work after vacation :(
NORMAL,dentist today...yay...
NORMAL,work work work
NORMAL,last cabin trip of the summer. sad :(
NORMAL,busy...always
NORMAL,goin up north
NORMAL,I LOVE SNOW!!!
NORMAL,i got rear-ended b4 i rear-ended someone...surprising.
NORMAL,excited for boundary waters trip
NORMAL,back from the cities
NORMAL,watching I Love Lucy
NORMAL,to the cities :)
NORMAL,doesnt wanna go back...
NORMAL,leading day camp
NORMAL,tired
NORMAL,only 3 weeks?! what happened???!!!
NORMAL,math...
NORMAL,sooooooo much stuff to do this week.
NORMAL,is trying to do her chem lab but keeps getting distracted by this
NORMAL,doesn't like mondays.
NORMAL,only kinda sick-ish. yay!
NORMAL,"*cough, cough* must get more cough drops! *cough*"
NORMAL,trying to decide on some colleges to visit.
NORMAL,Hope i dont have too much h//w to make up tomorrow...that is if i can go back tomorrow. grrrrrr. i hate being sick!
NORMAL,tired and sick...sick and tired. gr
NORMAL,tired...just like usual
NORMAL,not sick!!! yay!
NORMAL,homework...:(
NORMAL,Homecoming!!!!
NORMAL,"if a cat always lands on its feet, and toast always lands buttered side down, what happens if you strap a piece of toast to a cats back and drop it?"
NORMAL,minnesingers last night. bored today...
NORMAL,picking up leaves...i love fall
NORMAL,we need more long weekends.
NORMAL,nervous
NORMAL,Christmas!!!
NORMAL,Up North this weekend. So excited!!! :D
NORMAL,skiing in -2 degree weather...what better way to celebrate the new year?
NORMAL,almost halfway there!
NORMAL,must read Asher Lev...grrrr....
NORMAL,ugh...monday
NORMAL,doesn't wanna go to school tomorrow.
NORMAL,hmmm...what is on my mind? idrk...i think i mighta left it @ atwood last night...either that or its just ignoring me today.
NORMAL,confused...i should really stop trying to think on Thursdays...
NORMAL,"""Everything in this room is eatable. Even I'm eatable. But that is called cannibalism, my dear children, and is, in fact, frowned upon in most societies."""
NORMAL,SATURDAY!!! :D
NORMAL,does it actually feel like we got out early to anyone?
NORMAL,A vegetarian delight
NORMAL,can't wait for the ex x-box
NORMAL,chose cake
NORMAL,Kindergarten report cards
NORMAL,The State (on DvD Tues)
NORMAL,Only theater in the area is in Chicago....
NORMAL,thinking of enlisting
NORMAL,anxious boredom fatigue
NORMAL,Anyways back to DR...
NORMAL,You can not have my blood
NORMAL,Perseid Meteor Shower
NORMAL,Anyone interested in going to Summerfest?
NORMAL,I have to admit SWtOR has one awesome trailer
NORMAL,"""We know nothing about their language, their history or what they look like. But we can assume this: they stand for everything we don't stand for. Also they told me you guys look like dorks!"""
NORMAL,"Sometimes I think a Busou Renkin cosplay would be hilarious, then I stop and remember Papillon"
NORMAL,I do not understand my fascination with horoscopes
NORMAL,has to wonder if West Allis is still manufacturing bomb parts
NORMAL,"""I've always loved the flirtatious tango of consonants and vowels, the sturdy dependability of nouns and capricious whimsy of verbs, the strutting pageantry of the adjective and the flitting evanescence of the adverb, all kept safe and orderly by those re"
NORMAL,"Even at such a young age, I understood the weight of the World"
NORMAL,I am fresh *PROPNAME*
NORMAL,I think I need a new Spirit Animal
NORMAL,"If anyone is going to be on campus, please contact me (Preferably by text)."
NORMAL,Hands on the Bible
NORMAL,Sweet tendrils grasp at my breath. Enticing wisps of freedom.  Euphoria escapes in an exhalation
NORMAL,Finally Feels like Fall
NORMAL,Cat Nap
NORMAL,"""It's like turning air into gold"""
NORMAL,"""Thoughts meander like a restless wind inside a letter box, they tumble blindly as ..."""
NORMAL,Looking for the light at the end of the tunnel
NORMAL,As a side note: this is some Delicious Mac & Cheese!
NORMAL,Delicious new gaming material
NORMAL,This cat will not leave me alone...
NORMAL,"No one should die because they cannot afford health care, and no one should go broke because they get sick. If you agree, please post this as your status for the rest of the day."
NORMAL,So many good movies
NORMAL,Philosophical Sundays
NORMAL,Insomnia gets things done
NORMAL,People should learn to leave messages...
NORMAL,...And I Sleep
NORMAL,"From Anomynous: ""These vampires need to either get naked or die"""
NORMAL,Storm Clouds and Dirty Windows
NORMAL,Sleep is for Suckas
NORMAL,"No one in ZOMBIELAND should die because they cannot afford a chainsaw, and no one should go broke because they get bit. If you agree, please post this as your status for the rest of the day."
NORMAL,Just one of those days
NORMAL,Does my insomnia breed mania or does my mania quell my fatigue?
NORMAL,"want's to have my cake and eat it too.  Also, a prize hidden in the center."
NORMAL,Finally watching season 4 of Lost
NORMAL,Farscape is 10 years old...
NORMAL,"""You can't blame Mad Scientists for doing mad science"""
NORMAL,There be a baker's dozen of Turkeys in my backyard
NORMAL,Fine weather for a walk
NORMAL,in an unusual music mood
NORMAL,is a Fool but also a Dreamer
NORMAL,Was not aware of the streaming video at the ECA meeting last night....
NORMAL,"You would think by now I would have learned to not answer the door, when Insomnia knocks"
NORMAL,Back into playing DDO.  Anyone interested in joining in hit me up on aim
NORMAL,I think I just dreamt about trade and commerce...
NORMAL,Technical Difficulties.  Please Standby
NORMAL,Lets make the most of this Year
NORMAL,Anyone participating in Allods Online Closed Beta?
NORMAL,"Can't Sleep, clown will eat me"
NORMAL,I think I need a new MMO...
NORMAL,Fear and panic in the air
NORMAL,boar dumb
NORMAL,To Campus!
NORMAL,Sleeping children fear not for the Sun brings a new day
NORMAL,"Like a madman laughing at the rain. A little out of touch, a little insane"
NORMAL,"""I think of myself as an intelligent, sensitive human being with the soul of a clown which always forces me to blow it at the most important moments."""
NORMAL,And now I am covered in glitter...
NORMAL,And sweating like demons they scream through our speakers But we leave the sound on 'cause silence is harder
NORMAL,“Being drunk is a good disguise. I drink so I can talk to assholes. This includes me.”
NORMAL,If there's no one beside you when your soul embarks. Then I'll follow you into the dark
NORMAL,Tasty Tasty *PROPNAME*
NORMAL,Good Times Were Had
NORMAL,All Hail the king of dunces. You best hold on I am opening up my mouth
NORMAL,Something Note Worthy
NORMAL,techno colored beats
NORMAL,Really do not care for my hyper metabolism
NORMAL,Prisoner by my own design
NORMAL,"""Really? You have to remind yourself to raise American Spirits?"""
NORMAL,is Sick and blames You
NORMAL,La Dee Dee 1 2 3 *PROPNAME* the Half a Bee
NORMAL,Still need to see Across the Universe
NORMAL,is chasing your steeeeaahlight
NORMAL,Today's goal: wash and put away all the dishes and utensils in Casitas 8. Oh snap.
NORMAL,is listening to Chinese metal out of curiosity. It is interesting.
NORMAL,"Sir, you know."
NORMAL,has got it goin on
NORMAL,"A fear of loss, that's all it is..."
NORMAL,just found a little piece of popcorn chicken in his fried fish balls. It was crunchy. MLIA
NORMAL,must stop impulsively visiting this site. Remembering when I was just on a few minutes ago might help.
NORMAL,is not making fun of you.
NORMAL,Sac airport finally got a new PA announcement.
NORMAL,is at Dad's place.
NORMAL,is someone...
NORMAL,"is EV training. If you know what that is, yeah...shoot me."
NORMAL,Power and love and self-control
NORMAL,These Bots are taking over...
NORMAL,I'm Captain Basch fon Ronsenburg of Dalmasca!
NORMAL,Chocolate snow...some stay warm and others feel the cold.
NORMAL,has no more third molars.
NORMAL,has a new old game.
NORMAL,wants to be deaf so he'll have to use sign language so he'll have to communicate more directly.
NORMAL,"Viridian, cerulean, saffron, fuchsia, and all that good stuff."
NORMAL,just got up.
NORMAL,Nothing to do in lab because the TAs messed up in turning yeast into spheroplasts on time. Too good to be true.
NORMAL,has analyzed our data to quantize the way we feel... :D
NORMAL,Praying for the sun to stay!
NORMAL,Time to write. Yes. :)
NORMAL,CO-OP in the afternoon! Many lazy mornings to come..! :D
NORMAL,just went on a Sorority Life spree. Painful. But addictive.
NORMAL,has a new favourite scent (ahem): Diesel - Only the brave. :D
NORMAL,has a new favourite scent: Diesel - Only the Brave. <3
NORMAL,"""Better to write for yourself and have no public, than to write for the public and have no self."" - *PROPNAME*"
NORMAL,Day off tomorrow!!!! Who's up for sledding?!?! Text me!
NORMAL,"ARGH. 2 whole years! Congratulations, *PROPNAME*! You've tolerated me for a total of 730 days! Plus ""getting to know you"" time... hahaha!"
NORMAL,...Solitaire is the shit. :P :D
NORMAL,Just went on a shopping spree. My goodness gracious... I'll be broke for months...
NORMAL,New year's Resolutions? Not to be made. C; ...Who needs 'em?!
NORMAL,1 more day until my weekend!!!! :)
NORMAL,Where are you now?
NORMAL,Happy new year!
NORMAL,"I found God on the corner of 1st and Amistad, where the west was all but won. All alone, smokin' his last cigarette, I said, ""Where you been?"" He said ""Ask anything..."""
NORMAL,"""So come on, get higher; loosen my lips. Faith and desire in the swing of your hips, just to pull me down hard, and drown me in love..."" ? Best song ever. :)"
NORMAL,"""So maybe it's true that I can't live without you, and maybe two is better than one..."""
NORMAL,"""My love, I forgive you; you never planned to die - and love, I'll place two pennies over your eyes... And I will love you, after the war. I love you for always, forever more. I will love you, after the war - forever, for always, and more..."""
NORMAL,wants to go see AVATAR! Argh! :O
NORMAL,"Going down! Faster would be nice, though... :P Haha!"
NORMAL,"""I thought about him today, and everybody who's seen what he's seen - from a woman on a bus, to a man with a dream. Hey, wake up *PROPNAME*; welcome to the future."" C:"
NORMAL,"Oh, look what you've done; you've made a fool of everyone."
NORMAL,Leaving Manitoba Wednesday morning... Not looking forward to it! :(
NORMAL,the first day of institute...
NORMAL,loves PHOENIX:)
NORMAL,"its not the end of the week, but its the last day.. ITS THURSDAY... so I'm gonna get my drink on:)"
NORMAL,Happy 4th of July. Thanks TJ for writing a super cool declaration of Independence.
NORMAL,lesson planing
NORMAL,last day of institute
NORMAL,studying... is for babies
NORMAL,First day done:) yippee!
NORMAL,is teaching first grade
NORMAL,is soaking up that phoenix sun!
NORMAL,is putting my life together
NORMAL,ooh the mysterious 10 at 10 approaches.
NORMAL,is celebrating the birth of *PROPNAME*!
NORMAL,making banana pancakes:)
NORMAL,yay Friday!
NORMAL,HAPPY BIRTHDAY *PROPNAME*)
NORMAL,where are my keys:(
NORMAL,Going home FRRRRIIIDAY! Wooo Whoo!
NORMAL,9 days in my two favorite states starts TOMORROW:)
NORMAL,out and about:)
NORMAL,Viva Las Vegas:)
NORMAL,missing chapel hill
NORMAL,is back in Phoenix!
NORMAL,I found one of my students in the janitor's closet this morning.
NORMAL,yay halloween!
NORMAL,goooo tarheels:)
NORMAL,love actually makes me want christmas.
NORMAL,flagstaff for the weekend:)
NORMAL,"Grand Canyon, here I come!"
NORMAL,"once again, watching glee instead of doing my homework"
NORMAL,UNC basketball>TFA fashion show. GO HEELS!
NORMAL,is in charlotte with my favorites:)
NORMAL,weddings and what not
NORMAL,GOOOO TARHEELS!
NORMAL,"first 5 down, 175 more to go..."
NORMAL,looks like I am going to be just as unproductive in 2010 as I was in 2009
NORMAL,gone to charlotte for new years!
NORMAL,GO HEELS!
NORMAL,just another lovely sun filled day in phoenix:)
NORMAL,can't wait to see alissa joy goetz tonight:)
NORMAL,why can't I be at Top o right now? Go Saints:)
NORMAL,Just got back from having a great time in Orkney :-)
NORMAL,"away to work, hope it aint to hot x"
NORMAL,had a great night out at blues festival! hopefully i wont leave it a year again for my next night out.
NORMAL,"been for a nice long walk, feeling gooood!"
NORMAL,"just home fa night shift, am away to bed. hgave a good day x"
NORMAL,off to work hope you all have a good day and if its not then turn it around loves xxxx
NORMAL,"away to work, still dina feel right but never mind."
NORMAL,Hope you all ahve a wicked weekend loves x
NORMAL,Hope your all having a great weekend xx
NORMAL,bloody macs do my head in!!!!
NORMAL,"Is no feeling to good, had to come home fa work :-("
NORMAL,I cant get to sleep!!!!
NORMAL,Happy Christmas to you all loves and hugs sent your way xx
NORMAL,Got a job interview the morn and didna find out about it till the day!! oh well less time to stress about it :-)
NORMAL,Everywhere and messy!
NORMAL,I didnt get the job!!!!  nerves got the better of me. Am doing the job I applied for and still got that so all good.  Will just have to learn from this how to be better at interviews. Still love my job :-)
NORMAL,hope you all have a great weekend x
NORMAL,is getting trampled by cats!
NORMAL,"wish this wind would piss off, am sure my house is shaking!!"
NORMAL,"Ladies, your red, black,pink, blue, white, butterflied, cheetah printed, and nude bra colors made the news tonight. Facebook doesn't know who started it going but the *PROPNAME* foundation says it was a great way to raise awareness for breast cancer. Way to go! Post this on your wall - if you participated in the Bra Colour Game! YIPEEEDOOOODA"
NORMAL,"Thanx for all the birthday wishes, Been working all day. but all good xx"
NORMAL,9 inches :-)
NORMAL,Its sooooo cold out there!!!!!
NORMAL,Black
NORMAL,"Hope you are all having a great weekend, am working but all good :-)"
NORMAL,what have they done to FB?????
NORMAL,Still feel like shite
NORMAL,Hope ya all have a Great weekend. xxx
NORMAL,hanging out with *PROPNAME* :)
NORMAL,is happy to finally be home for a while after lots of running around lately!
NORMAL,sad about the loss of the elephant calf at the Memphis Zoo:(
NORMAL,would like to know why our water is off
NORMAL,is doing some major housecleaning!
NORMAL,didn't think that coming to take care of the water heater first thing in the morning meant 11...I guess there's still 45 mins until it afternoon!
NORMAL,just had a wonderful chat with *PROPNAME* on the phone and is about to start making dinner:)
NORMAL,"went to see ""The Hangover"" tonight then came home to enjoy a nice relaxing jacuzzi tub bath with a glass of wine...life doesn't get much better than that!"
NORMAL,For once I meant to let my phone battery die all the way before recharging and did I remember to plug it in once it reached that point? Not until just now...oops
NORMAL,is making rice krispies treats!
NORMAL,Is excited to have 2 more new books from Paperback swap but can't decide what to read now!
NORMAL,"had a good workout at the gym this afternoon, just took a nice relaxing jacuzzi bath and now off to bed with fresh from the dyer sheets. Ahhhhh fantastic:)"
NORMAL,"The first 2 Atlantic tropical storms, *PROPNAME* and *PROPNAME*, have formed. I'm not too worried but have to admit there's a little unease about the idea of something making it here. Afterall, this is my first rodeo!"
NORMAL,*PROPNAME* and her friend are coming to visit me next weekend!!! So excited!!!
NORMAL,had a great day with a wonderful friend and a wonderful evening with a great boyfriend. I'm one lucky girl:)
NORMAL,"Sometimes, I'll watch a movie that I watched when I was younger and suddenly realize I had no idea what the f**k was going on when I first saw it."
NORMAL,is nervous about getting cavities filled for the first time ever tomorrow:( The up side is that it probably isn't as bad as repair work from stepping on a shovel;) There I feel a bit better now!
NORMAL,is excited about dinner and movie date night:)
NORMAL,"How many times is it appropriate to say ""What?"" before you just nod and smile because you still didn't hear what they said?"
NORMAL,"*PROPNAME* brought me breakfast in bed this morning, hanging out with *PROPNAME* later, then a delicious pineapple pork chop dinner made by *PROPNAME* and watching a movie..what a great day it's going to be!:D"
NORMAL,"If *PROPNAME* San Diego and *PROPNAME* ever got together, their offspring would probably just be completely invisible."
NORMAL,is trying to decide what to stock the fridge with so there is a chance that *PROPNAME* will eat something besides fast food for 5 days that I'm gone! :)
NORMAL,is a huge nerd and posting books on paperback swap:)
NORMAL,Bad news: Novocaine is wearing off so my mouth is hurting a bit now. Good news: I can now drink my pumpkin spice latte without dribbling:)
NORMAL,is glad that we waited to watch Wolverine as a rental.
NORMAL,"is wondering how many people get themselves screwed out of money by not paying attention and keeping records of stuff. I just added another $70 to my ""um no dumby actually I don't owe you that money"" total. Yay me:)"
NORMAL,"I like all of the music in my iTunes, except when it's on shuffle, then I like about one in every fifteen songs in my iTunes."
NORMAL,"""You try growing up in a trailer park with nothing but dust mites and Lithuanians and see where that gets you""..a line from a terrible movie on netflix on demand, but it made me giggle"
NORMAL,is off to the gym!
NORMAL,is feeling productive after posting *PROPNAME*'s care on autotrader. If anyone is possibly interested in a 2006 Honda Civic Si for ~$13500 let me know. I will post the link too once it's officially up on the site!
NORMAL,off to the store to get the things I need to make caramel apple cookies. I hope that mine turn out as good as the picture! I also hope that they have the caramel bits I need at this Walmart!
NORMAL,is wondering what the heck? Last week my computer hard drive died and just a few minutes ago I got the blue screen of death from my DirecTV box saying a problem has been detected on my hard drive. Not cool.
NORMAL,Fantastic day of hanging out with friends and doing some shopping:) Relaxing on the couch reading for a bit
NORMAL,had a busy day. Time for a nap before possibly carving pumpkins this evening:)
NORMAL,perhaps *PROPNAME* putting off getting our Halloween costumes for so long was really his way of helping me find my awesome costume idea :)
NORMAL,Happy Halloween! Almost timet to make some snacks for the party tonight:)
NORMAL,Carving pumpkins with *PROPNAME*...pictures to come soon:)
NORMAL,shooting and punching some stuff in Borderlands:)
NORMAL,"just heard a commercial on the radio about some pill to lower cholesterol. They actually said ""Do you have high cholesterol due to poor diet or lack of exercise? Then you need to try this""  No, actually you need to try improving your diet and exercising a bit first.  Just a crazy thought I had..."
NORMAL,is happy that my new hard drive is installed. Yay!
NORMAL,is pretty sure I'm coming down with whatever *PROPNAME* considering I just folded a load of towels and now feel completely drained.  The good news is that the TV is working again:)
NORMAL,is not having a good night. Watching some TV then heading to bed.
NORMAL,is making some grub
NORMAL,"just finished watching ""The Ugly Truth"", cute movie:)"
NORMAL,has a cold:(
NORMAL,"just finished watching "" Dear Zachary: a letter from a father to his son"". It was a pretty good documentary but very emotional...I suggest having tissues nearby"
NORMAL,plans to sit on the couch watching movies all day.
NORMAL,almost time to make white chicken chili with cheddar jalepeno hushpuppy crust. It's going to be even better than usual 'cause we finally have some fall weather here!
NORMAL,just saw a commercial for Rihanna's 20//20 interview about her ordeal with *PROPNAME*...isn't it convenient that she is finally able to talk about it in an interview aired the day after her new album comes out?
NORMAL,"is watching ""The Proposal"". *PROPNAME* and *PROPNAME*...even if the movie is crap it won't be a total waste:)"
NORMAL,is excited about my helicopter shaped cookie cutter:)
NORMAL,mmm peppermint mocha coffee creamer:)
NORMAL,doing some online Christmas shopping
NORMAL,"wasn't very impressed with ""Taking of Pelham 123"" although I was amused by *PROPNAME*'s character talking about the girl he took to Iceland..a Lithuanian ass model named Lavitika.  Ha"
NORMAL,is happy to have a new working DirecTV box. I can open the guide and switch channels without it freezing....and the DVR works. I can now go back to waiting until a few minutes into a show before I start watching and then fast forward through commercials!
NORMAL,is getting very excited about decorating for Christmas! We are heading out to get a tree and all that fun stuff in a while:)
